date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-05-2020,96.5,,,,,,,,2953,,,actual
12-12-2020,89.83,,,,,,,,1760,,,actual
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,94.72,1753,1709,1819,93.45,96.25,1753 [1709 - 1819],94.72% [93.45% - 96.25%],2635,2408,2909,projected
01-02-2021,98.2,2224,2126,2338,94.34,102.91,2224 [2126 - 2338],98.2% [94.34% - 102.91%],3258,2567,4101,projected
01-09-2021,103.1,2790,2645,2987,96.36,111.6,2790 [2645 - 2987],103.1% [96.36% - 111.6%],4135,2928,5656,projected
01-16-2021,108.03,3357,3153,3686,98.18,122.67,3357 [3153 - 3686],108.03% [98.18% - 122.67%],5017,3253,7637,projected
01-23-2021,113.07,3928,3658,4413,99.35,136.03,3928 [3658 - 4413],113.07% [99.35% - 136.03%],5918,3464,10028,projected
01-30-2021,117.26,4363,4039,5008,99.79,149.78,4363 [4039 - 5008],117.26% [99.79% - 149.78%],6669,3542,12489,projected
02-06-2021,120.0,4629,4268,5391,99.55,161.55,4629 [4268 - 5391],120.0% [99.55% - 161.55%],7159,3499,14596,projected
