date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,96.0,,,,,,,,562,,,actual
12-26-2020,96.08,,,,,,,,565,,,actual
01-02-2021,97.36,,,,,,,,610,,,actual
01-09-2021,97.22,533,522,551,95.86,98.99,533 [522 - 551],97.22% [95.86% - 98.99%],605,557,667,projected
01-16-2021,99.98,622,596,653,95.66,105.68,622 [596 - 653],99.98% [95.66% - 105.68%],702,550,902,projected
01-23-2021,104.14,750,717,802,97.56,113.19,750 [717 - 802],104.14% [97.56% - 113.19%],848,617,1166,projected
01-30-2021,107.7,859,812,939,98.36,122.53,859 [812 - 939],107.7% [98.36% - 122.53%],973,645,1494,projected
02-06-2021,111.11,964,903,1081,98.76,133.43,964 [903 - 1081],111.11% [98.76% - 133.43%],1093,659,1877,projected
02-13-2021,113.96,1048,978,1206,98.79,144.93,1048 [978 - 1206],113.96% [98.79% - 144.93%],1193,660,2281,projected
02-20-2021,115.78,1107,1025,1294,98.36,154.95,1107 [1025 - 1294],115.78% [98.36% - 154.95%],1257,645,2633,projected
