date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,95.92,2501,2449,2566,94.46,97.6,2501 [2449 - 2566],95.92% [94.46% - 97.6%],2849,2588,3150,projected
02-06-2021,96.43,2577,2482,2703,93.21,100.63,2577 [2482 - 2703],96.43% [93.21% - 100.63%],2940,2365,3693,projected
02-13-2021,96.96,2666,2531,2851,91.87,103.86,2666 [2531 - 2851],96.96% [91.87% - 103.86%],3036,2124,4270,projected
02-20-2021,97.1,2652,2489,2902,91.29,105.21,2652 [2489 - 2902],97.1% [91.29% - 105.21%],3061,2020,4512,projected
02-27-2021,96.85,2435,2269,2722,90.1,107.06,2435 [2269 - 2722],96.85% [90.1% - 107.06%],3016,1808,4844,projected
03-06-2021,95.41,2089,1922,2385,88.16,107.63,2089 [1922 - 2385],95.41% [88.16% - 107.63%],2758,1460,4945,projected
03-13-2021,93.16,1674,1523,1965,86.14,106.04,1674 [1523 - 1965],93.16% [86.14% - 106.04%],2355,1099,4661,projected
