date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,82.86,878,850,918,82.33,83.59,878 [850 - 918],82.86% [82.33% - 83.59%],511,417,643,projected
04-10-2021,83.17,970,918,1041,82.2,84.62,970 [918 - 1041],83.17% [82.2% - 84.62%],567,393,827,projected
04-17-2021,83.32,1050,984,1161,82.11,85.35,1050 [984 - 1161],83.32% [82.11% - 85.35%],595,377,958,projected
04-24-2021,83.51,1089,1014,1256,81.91,86.98,1089 [1014 - 1256],83.51% [81.91% - 86.98%],629,342,1250,projected
05-01-2021,83.73,1156,1066,1371,81.85,88.33,1156 [1066 - 1371],83.73% [81.85% - 88.33%],667,331,1491,projected
05-08-2021,84.05,1253,1142,1529,81.69,89.89,1253 [1142 - 1529],84.05% [81.69% - 89.89%],725,303,1771,projected
05-15-2021,84.43,1360,1226,1721,81.59,92.03,1360 [1226 - 1721],84.43% [81.59% - 92.03%],793,285,2153,projected
