date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,type
01-22-2020,0,0,0
05-02-2021,23,17,30
05-03-2021,23,17,31
05-04-2021,22,16,33
05-05-2021,23,16,33
05-06-2021,23,16,33
05-07-2021,23,15,34
05-08-2021,24,16,34
05-09-2021,25,16,36
05-10-2021,25,16,36
05-11-2021,27,16,38
05-12-2021,27,16,39
05-13-2021,28,15,41
05-14-2021,28,15,42
05-15-2021,28,15,43
05-16-2021,28,15,46
05-17-2021,28,15,47
05-18-2021,27,15,49
05-19-2021,31,15,52
05-20-2021,31,15,55
05-21-2021,32,15,56
05-22-2021,33,15,60
05-23-2021,34,16,64
05-24-2021,34,15,66
05-25-2021,34,15,71
05-26-2021,36,15,72
05-27-2021,36,15,77
05-28-2021,38,15,80
05-29-2021,38,15,83
05-30-2021,40,15,89
05-31-2021,44,15,93
06-01-2021,44,15,98
06-02-2021,46,15,103
06-03-2021,47,18,109
06-04-2021,48,18,113
06-05-2021,48,18,122
06-06-2021,53,17,128
06-07-2021,55,17,135
06-08-2021,58,17,139
06-09-2021,59,17,145
06-10-2021,61,17,151
06-11-2021,62,17,159
06-12-2021,65,17,165
06-13-2021,69,17,173
06-14-2021,69,17,180
06-15-2021,71,17,186
06-16-2021,76,17,194
06-17-2021,77,18,200
06-18-2021,79,18,207
06-19-2021,80,18,210
06-20-2021,84,17,217
06-21-2021,86,16,221
06-22-2021,87,16,227
06-23-2021,90,17,234
06-24-2021,91,17,237
06-25-2021,91,17,242
06-26-2021,95,17,247
06-27-2021,95,17,251
06-28-2021,95,18,254
06-29-2021,96,18,257
06-30-2021,97,18,261
07-01-2021,97,18,262
07-02-2021,96,18,262
07-03-2021,95,17,262
