date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.99,830,808,863,85.51,86.6,830 [808 - 863],85.99% [85.51% - 86.6%],1072,986,1182,projected
04-10-2021,86.1,848,815,902,84.67,88.06,848 [815 - 902],86.1% [84.67% - 88.06%],1092,836,1442,projected
04-17-2021,86.1,819,776,907,84.59,88.26,819 [776 - 907],86.1% [84.59% - 88.26%],1091,822,1479,projected
04-24-2021,85.92,819,773,929,84.09,89.59,819 [773 - 929],85.92% [84.09% - 89.59%],1060,732,1717,projected
05-01-2021,85.86,792,739,924,83.72,90.73,792 [739 - 924],85.86% [83.72% - 90.73%],1048,666,1921,projected
05-08-2021,85.67,767,709,918,83.21,91.81,767 [709 - 918],85.67% [83.21% - 91.81%],1015,575,2114,projected
05-15-2021,85.49,712,653,883,82.77,92.71,712 [653 - 883],85.49% [82.77% - 92.71%],983,496,2274,projected
