date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-31-2021,50,48,52
02-01-2021,46,44,47
02-02-2021,47,46,50
02-03-2021,47,47,49
02-04-2021,49,48,51
02-05-2021,49,47,50
02-06-2021,48,47,49
02-07-2021,47,46,49
02-08-2021,48,47,48
02-09-2021,43,40,44
02-10-2021,40,39,41
02-11-2021,39,38,40
02-12-2021,38,37,40
02-13-2021,38,35,39
02-14-2021,36,35,39
02-15-2021,35,33,39
02-16-2021,35,32,39
02-17-2021,34,31,37
02-18-2021,33,29,37
02-19-2021,32,28,36
02-20-2021,31,26,36
02-21-2021,31,25,36
02-22-2021,31,23,35
02-23-2021,29,22,35
02-24-2021,29,22,35
02-25-2021,28,20,35
02-26-2021,26,19,33
02-27-2021,25,19,33
02-28-2021,24,18,32
03-01-2021,23,18,31
03-02-2021,23,17,30
03-03-2021,22,17,30
03-04-2021,21,15,30
03-05-2021,21,13,29
03-06-2021,20,13,29
03-07-2021,20,13,29
03-08-2021,19,13,28
03-09-2021,19,12,28
03-10-2021,18,12,25
03-11-2021,18,11,25
03-12-2021,17,10,25
03-13-2021,16,10,23
03-14-2021,15,8,23
03-15-2021,14,8,22
03-16-2021,14,7,22
03-17-2021,14,7,22
03-18-2021,14,7,21
03-19-2021,13,7,20
03-20-2021,13,6,20
03-21-2021,13,6,20
03-22-2021,11,5,18
03-23-2021,11,5,18
03-24-2021,10,4,17
03-25-2021,9,4,16
03-26-2021,8,4,16
03-27-2021,8,4,15
03-28-2021,7,3,14
03-29-2021,7,3,14
03-30-2021,7,3,13
03-31-2021,7,3,13
04-01-2021,7,3,13
04-02-2021,7,3,13
04-03-2021,6,3,11
