date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
02-07-2021,26,25,26
02-08-2021,26,25,26
02-09-2021,24,22,26
02-10-2021,22,22,23
02-11-2021,22,22,22
02-12-2021,22,22,22
02-13-2021,19,19,21
02-14-2021,20,19,20
02-15-2021,18,16,19
02-16-2021,16,16,18
02-17-2021,16,15,16
02-18-2021,16,16,16
02-19-2021,16,15,16
02-20-2021,16,15,16
02-21-2021,15,13,17
02-22-2021,15,12,17
02-23-2021,15,11,17
02-24-2021,14,11,16
02-25-2021,13,11,15
02-26-2021,12,11,16
02-27-2021,12,11,16
02-28-2021,12,11,16
03-01-2021,12,10,16
03-02-2021,12,10,16
03-03-2021,11,10,15
03-04-2021,11,9,15
03-05-2021,11,9,15
03-06-2021,10,8,14
03-07-2021,11,8,15
03-08-2021,11,8,15
03-09-2021,11,8,15
03-10-2021,11,7,15
03-11-2021,11,7,15
03-12-2021,11,6,14
03-13-2021,10,6,14
03-14-2021,10,6,15
03-15-2021,10,5,15
03-16-2021,10,5,15
03-17-2021,10,5,15
03-18-2021,9,4,15
03-19-2021,9,3,15
03-20-2021,9,3,15
03-21-2021,7,3,14
03-22-2021,7,3,14
03-23-2021,6,3,13
03-24-2021,6,3,13
03-25-2021,6,3,13
03-26-2021,6,3,13
03-27-2021,6,3,13
03-28-2021,5,3,13
03-29-2021,5,3,12
03-30-2021,5,3,12
03-31-2021,5,2,12
04-01-2021,5,2,11
04-02-2021,5,2,11
04-03-2021,4,2,11
04-04-2021,4,2,10
04-05-2021,4,2,10
04-06-2021,4,2,10
04-07-2021,4,2,9
04-08-2021,4,2,9
04-09-2021,4,2,9
04-10-2021,3,2,8
