date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-31-2021,38,37,39
02-01-2021,34,33,36
02-02-2021,37,36,38
02-03-2021,38,37,40
02-04-2021,41,39,41
02-05-2021,39,38,40
02-06-2021,39,38,40
02-07-2021,40,39,41
02-08-2021,42,42,42
02-09-2021,39,38,40
02-10-2021,38,37,39
02-11-2021,37,36,38
02-12-2021,37,36,39
02-13-2021,37,36,38
02-14-2021,37,35,39
02-15-2021,37,34,39
02-16-2021,36,34,40
02-17-2021,36,31,40
02-18-2021,36,31,41
02-19-2021,35,30,41
02-20-2021,34,30,41
02-21-2021,34,29,42
02-22-2021,33,29,42
02-23-2021,33,28,42
02-24-2021,32,27,41
02-25-2021,32,25,41
02-26-2021,32,25,41
02-27-2021,32,23,40
02-28-2021,31,21,40
03-01-2021,31,21,40
03-02-2021,31,21,40
03-03-2021,31,20,40
03-04-2021,29,19,41
03-05-2021,28,19,41
03-06-2021,27,18,41
03-07-2021,27,18,41
03-08-2021,26,17,41
03-09-2021,25,16,40
03-10-2021,25,16,40
03-11-2021,24,16,39
03-12-2021,24,15,38
03-13-2021,23,15,38
03-14-2021,22,14,38
03-15-2021,22,13,37
03-16-2021,22,12,36
03-17-2021,21,11,36
03-18-2021,21,10,35
03-19-2021,19,10,35
03-20-2021,18,9,34
03-21-2021,18,9,33
03-22-2021,18,9,33
03-23-2021,17,9,32
03-24-2021,17,7,31
03-25-2021,16,7,30
03-26-2021,16,7,29
03-27-2021,15,6,28
03-28-2021,14,6,28
03-29-2021,13,5,28
03-30-2021,12,5,27
03-31-2021,12,5,26
04-01-2021,11,5,24
04-02-2021,11,5,23
04-03-2021,10,4,22
