date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-24-2021,77,76,79
01-25-2021,81,80,83
01-26-2021,83,80,84
01-27-2021,84,82,87
01-28-2021,81,79,84
01-29-2021,69,68,71
01-30-2021,63,61,65
01-31-2021,57,56,59
02-01-2021,53,52,55
02-02-2021,55,53,57
02-03-2021,57,56,58
02-04-2021,58,57,59
02-05-2021,57,56,59
02-06-2021,55,54,58
02-07-2021,54,52,57
02-08-2021,53,50,56
02-09-2021,52,48,55
02-10-2021,50,47,55
02-11-2021,50,45,55
02-12-2021,49,43,54
02-13-2021,48,41,53
02-14-2021,47,40,53
02-15-2021,45,38,52
02-16-2021,43,36,52
02-17-2021,42,34,51
02-18-2021,41,33,51
02-19-2021,41,31,50
02-20-2021,40,30,50
02-21-2021,38,29,50
02-22-2021,38,28,49
02-23-2021,36,28,48
02-24-2021,35,26,48
02-25-2021,35,25,47
02-26-2021,33,24,46
02-27-2021,33,22,45
02-28-2021,32,22,45
03-01-2021,31,21,44
03-02-2021,30,20,43
03-03-2021,29,20,43
03-04-2021,27,20,43
03-05-2021,27,18,40
03-06-2021,26,17,40
03-07-2021,26,16,39
03-08-2021,25,16,38
03-09-2021,25,14,37
03-10-2021,24,14,36
03-11-2021,23,13,34
03-12-2021,22,13,33
03-13-2021,21,12,33
03-14-2021,21,10,32
03-15-2021,20,10,31
03-16-2021,19,10,31
03-17-2021,19,9,30
03-18-2021,18,9,29
03-19-2021,17,8,27
03-20-2021,16,8,27
03-21-2021,16,8,27
03-22-2021,15,8,25
03-23-2021,15,7,24
03-24-2021,14,7,24
03-25-2021,13,6,24
03-26-2021,13,6,23
03-27-2021,12,6,22
