name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-03-19 03:00:00,67800,3130,57678
Guangdong,Mainland China,2020-03-19 03:00:00,1378,8,1318
Henan,Mainland China,2020-03-17 02:00:00,1273,22,1250
Zhejiang,Mainland China,2020-03-19 03:00:00,1233,1,1217
Hunan,Mainland China,2020-03-13 02:00:00,1018,4,1004
Anhui,Mainland China,2020-03-09 01:00:00,990,6,984
Jiangxi,Mainland China,2020-03-13 02:00:00,935,1,934
Shandong,Mainland China,2020-03-19 03:00:00,761,7,747
Jiangsu,Mainland China,2020-03-15 02:00:00,631,0,631
Chongqing,Mainland China,2020-03-16 02:00:00,576,6,570
Sichuan,Mainland China,2020-03-19 03:00:00,540,3,531
Heilongjiang,Mainland China,2020-03-19 03:00:00,483,13,460
Beijing,Mainland China,2020-03-19 03:00:00,479,8,379
Shanghai,Mainland China,2020-03-19 03:00:00,363,3,326
Hebei,Mainland China,2020-03-13 02:00:00,318,6,310
Fujian,Mainland China,2020-03-09 01:00:00,296,1,295
Guangxi,Mainland China,2020-03-18 02:00:00,253,2,250
Shaanxi,Mainland China,2020-03-18 02:00:00,246,2,237
Yunnan,Mainland China,2020-03-17 02:00:00,176,2,172
Hainan,Mainland China,2020-03-17 02:00:00,168,6,161
Hong Kong,Hong Kong,2020-03-19 03:00:00,192,4,95
Guizhou,Mainland China,2020-03-17 02:00:00,146,2,144
Tianjin,Mainland China,2020-03-17 02:00:00,136,3,133
Shanxi,Mainland China,2020-03-15 02:00:00,133,0,133
Gansu,Mainland China,2020-03-17 02:00:00,133,2,91
Liaoning,Mainland China,2020-03-18 02:00:00,125,1,122
Jilin,Mainland China,2020-03-16 02:00:00,93,1,92
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-03-19 03:00:00,75,1,74
Ningxia,Mainland China,2020-03-17 02:00:00,75,0,75
Taiwan,Taiwan,2020-03-18 07:13:12,100,1,22
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Macau,Macau,2020-03-07 01:00:00,10,0,10
Xizang,Mainland China,2020-02-12 07:00:00,1,0,1
Italy,Italy,2020-03-19 18:30:00,41035,3405,4440
Iran,Iran,2020-03-19 13:00:00,18407,1284,5710
Spain,Spain,2020-03-20 02:00:00,18077,833,1107
Germany,Germany,2020-03-19 13:00:00 * States (not updated after 14269) Baden-Württemberg 2824; Bavaria 2303; Berlin 519; Brandenburg 171; Bremen 75; Hamburg 414; Hesse 666; Mecklenburg-Vorpommern 100; Lower Saxony 925; North Rhine-Westphalia 4628; Rhineland-Palatinate 664; Saarland 172; Saxony 315; Saxony-Anhalt 150; Schleswig-Holstein 224; Thuringia 119; Source: @iceweasel,15320,44,113
South Korea,South Korea,2020-03-20 02:00:00,8652,94,1540
France,France,2020-03-19 21:00:00,10886,243,12
Switzerland,Switzerland,2020-03-20 02:00:00,4164,43,15
United Kingdom,United Kingdom,2020-03-20 02:00:00,2716,138,67
Netherlands,Netherlands,2020-03-20 02:00:00,2467,77,2
Austria,Austria,2020-03-19 15:00:00,2013,6,9
Belgium,Belgium,2020-03-19 12:00:00,1795,21,31
Norway,Norway,2020-03-20 02:00:00,1781,7,1
Sweden,Sweden,2020-03-19 19:00:00,1439,11,16
Denmark,Denmark,2020-03-19 19:00:00,1225,6,1
Japan,Japan,2020-03-20 03:00:00,943,33,191
Others,Japan (Diamond Princess),2020-03-03 03:00:00,706,6,10
Malaysia,Malaysia,2020-03-19 12:00:00,900,2,75
Czech Republic,Czech Republic,2020-03-19 19:00:00,694,0,3
Australia,Australia,2020-03-19 12:00:00,681,6,26
Portugal,Portugal,2020-03-19 19:00:00,785,3,3
Israel,Esrael,2020-03-19 15:00:00,529,0,11
Qatar,Qatar,2020-03-19 12:00:00,452,0,4
Canada,Canada,2020-03-19 03:00:00 * Ontario 214; British Columbia 231; Alberta 119; Quebec 94; Manitoba 17; Saskatchewan 16; Nova Scotia 12; New Brunswick 11; PEI 1; Newfounland 3; Repatriated CDN 9,727,9,11
Greece,Greece,2020-03-20 02:00:00 * Provinces:Attica 121; Aegean Islands 1; Thrace 5; Macedonia 33; Epirus 3; Thessaly 5; Peloponesse 58; Central Greece 1; Crete 4; Ionian Islands 4; Undefined Location 229; Source: @bikerboyGR,464,6,8
Finland,Finland,2020-03-19 19:00:00,400,0,10
Slovenia,Slovenia,2020-03-19 12:00:00,286,1,0
Singapore,Singapore,2020-03-19 12:00:00,313,0,114
Brazil,Brazil,2020-03-20 02:00:00 * States Amazonas 3; Pará 1; Ceara 24; Paraíba 1; Pernambuco 28; Rio Grande do Norte 1; Alagoas 4; Sergipe 6; Bahia 30; Espírito Santo 13; Minas Gerais 29; Rio de Janeiro 66; São Paulo 286; Distrito Federal 42; Goiás 12; Mato Grosso do Sul 9; Paraná 23; Santa Catarina 20; Rio Grande do Sul 30 Source: @HeidyBello,635,7,2
Poland,Poland,2020-03-19 12:00:00,305,5,13
Pakistan,Pakistan,2020-03-19 12:00:00,331,2,13
Bahrain,Bahrain,2020-03-19 12:00:00,269,1,100
Estonia,Estonia,2020-03-19 12:00:00,258,0,1
Ireland,Ireland,2020-03-19 12:00:00,366,2,5
Iceland,Iceland,2020-03-19 12:00:00,251,1,5
Chile,Chile,2020-03-18 16:00:00 * Antofagasta 2; Atacama 1; Valparaiso 1; Metropolitana 174; Maule 11; Ñuble 26; Biobio 7; Araucania 4; Los Rios 1; Los Lagos 8; Aysen 1; Magallanes 2. Source: @SouthernVOID,238,0,0
Egypt,Egypt,2020-03-19 12:00:00,210,6,32
Philippines,Philippines,2020-03-19 12:00:00,217,17,8
Romania,Romania,2020-03-19 12:00:00,260,0,19
Thailand,Thailand,2020-03-19 12:00:00,272,1,42
Indonesia,Indonesia,2020-03-19 12:00:00,311,25,11
Saudi Arabia,Saudi Arabia,2020-03-19 12:00:00,238,0,6
Iraq,Iraq,2020-03-19 12:00:00,164,12,43
India,India,2020-03-19 03:00:00 * Maharashtra 45; Kerala 27; Haryana 17; Uttar Pradesh 17; Telangana 13; Karnataka 13; Delhi 10; Ladakh 8; Rajasthan 7; Jammu and Kashmir 4; Tamil Nadu 2; Punjab 1; Uttarakhand 1; Odisha 1; West Bengal 1; Pondicherry 1; Andhra Pradesh 1,169,3,14
Luxembourg,Luxembourg,2020-03-19 12:00:00,335,4,0
Kuwait,Kuwait,2020-03-19 12:00:00,148,0,18
Lebanon,Lebanon,2020-03-19 12:00:00,139,4,4
Peru,Peru,2020-03-19 12:00:00,155,0,1
Russia,Russia,2020-03-19 12:00:00,147,1,9
San Marino,San Marino,2020-03-19 12:00:00,119,11,4
United Arab Emirates,United Arab Emirates,2020-03-19 12:00:00,113,0,26
Mexico,Mexico,2020-03-19 12:00:00,118,1,4
Armenia,Armenia,2020-03-19 12:00:00,115,0,1
Slovakia,Slovakia,2020-03-19 12:00:00,105,1,0
Panama,Panama,2020-03-19 12:00:00,109,1,0
Argentina,Argentina,2020-03-20 02:00:00 * Details: CABA 48; Buenos Aires 20; Chaco 12; Córdoba 6; Tierra del Fuego 2; Rio Negro 2; San Luis 1; Santa Fe 1; Entre Rios 2; Jujuy 1; Salta 1; Santa Cruz 1. Source: @SouthernVOID,97,3,16
Bulgaria,Bulgaria,2020-03-19 12:00:00,94,3,0
Vietnam,Vietnam,2020-03-19 12:00:00,76,0,16
Colombia,Colombia,2020-03-20 02:00:00 * States: Bogotá D.C. 45; Cundinamarca 3; Antioquia 11; Valle del Cauca 14; Bolívar 8; Atlántico 3; Norte de Santander 3; Santander 2; Caldas 1; Risaralda 5; Quindío 2; Huila 8; Tolima 2; Meta 1. Source: @HeidyBello,108,0,1
Serbia,Serbia,2020-03-19 12:00:00,97,0,1
Croatia,Croatia,2020-03-19 12:00:00,102,1,5
South Africa,South Africa,2020-03-19 12:00:00,116,0,0
Algeria,Algeria,2020-03-19 12:00:00,82,8,12
Ecuador,Ecuador,2020-03-19 12:00:00,168,3,0
Brunei,Brunei,2020-03-19 12:00:00,75,0,0
Albania,Albania,2020-03-19 12:00:00,59,2,0
Hungary,Hungary,2020-03-19 12:00:00,73,1,2
Latvia,Latvia,2020-03-19 12:00:00,86,0,1
Turkey,Turkey,2020-03-19 12:00:00,191,2,0
Cyprus,Cyprus,2020-03-19 12:00:00,58,0,0
