name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-03-07 01:00:00,67666,2959,43468
Guangdong,Mainland China,2020-03-07 01:00:00,1352,7,1233
Henan,Mainland China,2020-03-07 01:00:00,1272,22,1243
Zhejiang,Mainland China,2020-03-07 01:00:00,1215,1,1149
Hunan,Mainland China,2020-03-07 01:00:00,1018,4,959
Anhui,Mainland China,2020-03-07 01:00:00,990,6,979
Jiangxi,Mainland China,2020-03-07 01:00:00,935,1,916
Shandong,Mainland China,2020-03-07 01:00:00,758,6,625
Jiangsu,Mainland China,2020-03-07 01:00:00,631,0,601
Chongqing,Mainland China,2020-03-07 01:00:00,576,6,520
Sichuan,Mainland China,2020-03-07 01:00:00,539,3,448
Heilongjiang,Mainland China,2020-03-07 01:00:00,481,13,402
Beijing,Mainland China,2020-03-07 01:00:00,426,8,303
Shanghai,Mainland China,2020-03-07 01:00:00,342,3,306
Hebei,Mainland China,2020-03-07 01:00:00,318,6,305
Fujian,Mainland China,2020-03-07 01:00:00,296,1,284
Guangxi,Mainland China,2020-03-07 01:00:00,252,2,219
Shaanxi,Mainland China,2020-03-07 01:00:00,245,1,226
Yunnan,Mainland China,2020-03-07 01:00:00,174,2,170
Hainan,Mainland China,2020-03-07 01:00:00,168,6,158
Guizhou,Mainland China,2020-03-07 01:00:00,146,2,115
Tianjin,Mainland China,2020-03-07 01:00:00,136,3,128
Shanxi,Mainland China,2020-03-07 01:00:00,133,0,126
Liaoning,Mainland China,2020-03-07 01:00:00,125,1,106
Gansu,Mainland China,2020-03-07 01:00:00,119,2,87
Hong Kong,Hong Kong,2020-03-07 01:00:00,107,2,51
Jilin,Mainland China,2020-03-07 01:00:00,93,1,90
Xinjiang Uygur,Mainland China,2020-03-07 01:00:00,76,3,71
Nei Mongol,Mainland China,2020-03-07 01:00:00,75,1,65
Ningxia,Mainland China,2020-03-07 01:00:00,75,0,71
Taiwan,Taiwan,2020-03-07 01:00:00,45,1,12
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Macau,Macau,2020-03-07 01:00:00,10,0,10
Xizang,Mainland China,2020-02-12 07:00:00,1,0,1
South Korea,South Korea,2020-03-07 01:00:00,6767,44,135
Iran,Iran,2020-03-06 11:00:00,4747,124,913
Italy,Italy,2020-03-06 18:00:00,4636,197,523
Others,Japan (Diamond Princess),2020-03-03 03:00:00,706,6,10
Germany,Germany,2020-03-07 01:00:00 * Source: github.com/iceweasel1/COVID-19-Germany,708,0,16
France,France,2020-03-07 01:00:00,653,9,12
Japan,Japan,2020-03-06 20:00:00,416,6,69
Spain,Spain,2020-03-06 20:00:00,400,5,2
Switzerland,Switzerland,2020-03-06 14:00:00,214,1,3
United Kingdom,United Kingdom,2020-03-06 16:30:00,163,2,8
Singapore,Singapore,2020-03-05 15:00:00,130,0,82
Netherlands,Netherlands,2020-03-06 14:00:00,128,1,1
Belgium,Belgium,2020-03-06 11:00:00,109,0,1
Norway,Norway,2020-03-06 18:00:00,108,0,0
Sweden,Sweden,2020-03-06 14:00:00,101,0,0
Malaysia,Malaysia,2020-03-06 11:00:00,83,0,23
Bahrain,Bahrain,2020-03-06 16:30:00,60,0,4
Australia,Australia,2020-03-06 14:00:00,60,2,21
Kuwait,Kuwait,2020-03-05 11:00:00,58,0,0
Austria,Austria,2020-03-06 20:00:00,55,0,0
Canada,Canada,2020-03-07 01:00:00,52,0,6
Thailand,Thailand,2020-03-06 12:00:00,48,1,31
Greece,Greece,2020-03-06 14:00:00,45,0,0
Iceland,Iceland,2020-03-06 16:30:00,43,0,0
Iraq,Iraq,2020-03-06 14:00:00,40,2,0
India,India,2020-03-06 14:00:00,31,0,3
United Arab Emirates,United Arab Emirates,2020-03-06 02:00:00,29,0,5
Denmark,Denmark,2020-03-06 14:00:00,23,0,0
San Marino,San Marino,2020-03-05 16:45:00,21,1,0
Czech Republic,Czech Republic,2020-03-06 18:30:00,18,0,0
Algeria,Algeria,2020-03-06 20:00:00,17,0,0
Israel,Esrael,2020-03-06 20:00:00,17,0,2
Vietnam,Vietnam,2020-02-25 14:00:00,16,0,16
Lebanon,Lebanon,2020-03-06 12:00:00,16,0,1
Oman,Oman,2020-03-05 20:30:00,16,0,2
Finland,Finland,2020-03-06 14:00:00,15,0,1
Egypt,Egypt,2020-03-06 14:00:00,15,0,0
