name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-03-17 02:00:00,67799,3111,55987
Guangdong,Mainland China,2020-03-16 02:00:00,1364,8,1307
Henan,Mainland China,2020-03-17 02:00:00,1273,22,1250
Zhejiang,Mainland China,2020-03-17 02:00:00,1232,1,1216
Hunan,Mainland China,2020-03-13 02:00:00,1018,4,1004
Anhui,Mainland China,2020-03-09 01:00:00,990,6,984
Jiangxi,Mainland China,2020-03-13 02:00:00,935,1,934
Shandong,Mainland China,2020-03-17 02:00:00,761,7,746
Jiangsu,Mainland China,2020-03-15 02:00:00,631,0,631
Chongqing,Mainland China,2020-03-16 02:00:00,576,6,570
Sichuan,Mainland China,2020-03-17 02:00:00,539,3,520
Heilongjiang,Mainland China,2020-03-17 02:00:00,482,13,456
Beijing,Mainland China,2020-03-17 02:00:00,455,8,368
Shanghai,Mainland China,2020-03-17 02:00:00,358,3,325
Hebei,Mainland China,2020-03-13 02:00:00,318,6,310
Fujian,Mainland China,2020-03-09 01:00:00,296,1,295
Guangxi,Mainland China,2020-03-17 02:00:00,253,2,248
Shaanxi,Mainland China,2020-03-17 02:00:00,246,2,233
Yunnan,Mainland China,2020-03-17 02:00:00,176,2,172
Hainan,Mainland China,2020-03-17 02:00:00,168,6,161
Hong Kong,Hong Kong,2020-03-17 02:00:00,157,4,88
Guizhou,Mainland China,2020-03-17 02:00:00,146,2,144
Tianjin,Mainland China,2020-03-17 02:00:00,136,3,133
Shanxi,Mainland China,2020-03-15 02:00:00,133,0,133
Gansu,Mainland China,2020-03-17 02:00:00,133,2,91
Liaoning,Mainland China,2020-03-17 02:00:00,125,1,119
Jilin,Mainland China,2020-03-16 02:00:00,93,1,92
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-03-17 02:00:00,75,1,73
Ningxia,Mainland China,2020-03-17 02:00:00,75,0,75
Taiwan,Taiwan,2020-03-17 02:00:00,67,1,22
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Macau,Macau,2020-03-07 01:00:00,10,0,10
Xizang,Mainland China,2020-02-12 07:00:00,1,0,1
Italy,Italy,2020-03-17 17:30:00,31506,2503,2749
Iran,Iran,2020-03-17 17:00:00,16169,988,5389
Spain,Spain,2020-03-17 23:00:00,11748,533,1028
Germany,Germany,2020-03-17 23:00:00 * States (not updated after 8221) Baden-Württemberg 1338; Bavaria 1353; Berlin 332; Brandenburg 94; Bremen 57; Hamburg 312; Hesse 342; Mecklenburg-Vorpommern 51; Lower Saxony 391; North Rhine-Westphalia 3097; Rhineland-Palatinate 325; Saarland 85; Saxony 152; Saxony-Anhalt 93; Schleswig-Holstein 145; Thuringia 55; Source: @iceweasel,9257,24,67
South Korea,South Korea,2020-03-17 12:00:00,8320,81,1407
France,France,2020-03-17 23:00:00,7683,148,28
Switzerland,Switzerland,2020-03-17 17:00:00,2700,27,4
Netherlands,Netherlands,2020-03-17 17:00:00,1708,43,2
