name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-03-22 18:00:00,67800,3144,59433
Guangdong,Mainland China,2020-03-22 18:00:00,1407,8,1329
Henan,Mainland China,2020-03-17 02:00:00,1273,22,1250
Zhejiang,Mainland China,2020-03-22 18:00:00,1237,1,1219
Hunan,Mainland China,2020-03-22 18:00:00,1018,4,1014
Anhui,Mainland China,2020-03-09 01:00:00,990,6,984
Jiangxi,Mainland China,2020-03-22 18:00:00,936,1,934
Shandong,Mainland China,2020-03-22 18:00:00,766,7,750
Jiangsu,Mainland China,2020-03-22 18:00:00,633,0,631
Chongqing,Mainland China,2020-03-22 18:00:00,577,6,570
Sichuan,Mainland China,2020-03-22 18:00:00,543,3,536
Beijing,Mainland China,2020-03-22 18:00:00,514,8,400
Heilongjiang,Mainland China,2020-03-22 18:00:00,484,13,466
Shanghai,Mainland China,2020-03-22 18:00:00,394,4,328
Hebei,Mainland China,2020-03-22 18:00:00,319,6,310
Hong Kong,Hong Kong,2020-03-22 18:00:00,317,4,100
Fujian,Mainland China,2020-03-22 18:00:00,307,1,295
Guangxi,Mainland China,2020-03-22 18:00:00,254,2,295
Shaanxi,Mainland China,2020-03-22 18:00:00,248,3,37
Yunnan,Mainland China,2020-03-17 02:00:00,176,2,172
Taiwan,Taiwan,2020-03-22 18:00:00,169,2,28
Hainan,Mainland China,2020-03-17 02:00:00,168,6,161
Guizhou,Mainland China,2020-03-17 02:00:00,146,2,144
Tianjin,Mainland China,2020-03-20 11:00:00,137,3,133
Gansu,Mainland China,2020-03-22 18:00:00,136,2,114
Shanxi,Mainland China,2020-03-15 02:00:00,133,0,133
Liaoning,Mainland China,2020-03-22 18:00:00,126,2,124
Jilin,Mainland China,2020-03-16 02:00:00,93,1,92
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-03-19 03:00:00,75,1,74
Ningxia,Mainland China,2020-03-17 02:00:00,75,0,75
Macau,Macau,2020-03-22 18:00:00,20,0,10
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Xizang,Mainland China,2020-02-12 07:00:00,1,0,1
Italy,Italy,2020-03-22 21:00:00,59138,5476,7024
Spain,Spain,2020-03-23 00:00:00,28768,1772,2575
Iran,Iran,2020-03-22 14:00:00,21638,1685,7931
France,France,2020-03-23 00:00:00,16044,674,2200
South Korea,South Korea,2020-03-21 20:00:00,8897,104,2909
Switzerland,Switzerland,2020-03-23 00:00:00,7245,98,131
United Kingdom,United Kingdom,2020-03-23 00:00:00,5741,282,67
Netherlands,Netherlands,2020-03-22 18:00:00,4216,180,2
Belgium,Belgium,2020-03-22 14:00:00,3401,75,263
Austria,Austria,2020-03-22 18:00:00,3244,9,16
Norway,Norway,2020-03-22 18:00:00,2257,7,1
Sweden,Sweden,2020-03-22 18:00:00,1934,21,16
Portugal,Portugal,2020-03-22 14:00:00,1600,14,5
Denmark,Denmark,2020-03-22 18:00:00,1512,13,1
Australia,Australia,2020-03-22 18:00:00,1314,7,88
Malaysia,Malaysia,2020-03-22 13:00:00,1306,10,139
Japan,Japan,2020-03-22 18:00:00,1086,40,235
Czech Republic,Czech Republic,2020-03-22 18:00:00,1046,0,6
Turkey,Turkey,2020-03-22 14:00:00,947,21,0
Israel,Israel,2020-03-22 18:00:00,945,1,37
Luxembourg,Luxembourg,2020-03-22 18:00:00,798,8,6
Ireland,Ireland,2020-03-22 14:00:00,785,3,5
Pakistan,Pakistan,2020-03-21 23:00:00,730,3,13
Others,Japan (Diamond Princess),2020-03-03 03:00:00,706,6,10
Finland,Finland,2020-03-22 18:00:00,626,1,10
Thailand,Thailand,2020-03-22 14:00:00,599,1,44
Iceland,Iceland,2020-03-22 18:00:00,568,1,36
Poland,Poland,2020-03-22 18:00:00,563,7,1
Ecuador,Ecuador,2020-03-21 23:00:00,532,7,3
Indonesia,Indonesia,2020-03-22 18:00:00,514,48,29
Saudi Arabia,Saudi Arabia,2020-03-22 18:00:00,511,0,16
Qatar,Qatar,2020-03-22 18:00:00,481,0,27
Singapore,Singapore,2020-03-21 20:00:00,455,2,144
Romania,Romania,2020-03-22 18:00:00,433,2,64
Slovenia,Slovenia,2020-03-22 18:00:00,414,1,0
Philippines,Philippines,2020-03-22 18:00:00,380,25,17
Russia,Russia,2020-03-21 02:00:00,376,1,16
Estonia,Estonia,2020-03-22 18:00:00,329,0,2
Bahrain,Bahrain,2020-03-22 18:00:00,323,2,149
