name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-03-17 02:00:00,67799,3111,55987
Guangdong,Mainland China,2020-03-16 02:00:00,1364,8,1307
Henan,Mainland China,2020-03-17 02:00:00,1273,22,1250
Zhejiang,Mainland China,2020-03-17 02:00:00,1232,1,1216
Hunan,Mainland China,2020-03-13 02:00:00,1018,4,1004
Anhui,Mainland China,2020-03-09 01:00:00,990,6,984
Jiangxi,Mainland China,2020-03-13 02:00:00,935,1,934
Shandong,Mainland China,2020-03-17 02:00:00,761,7,746
Jiangsu,Mainland China,2020-03-15 02:00:00,631,0,631
Chongqing,Mainland China,2020-03-16 02:00:00,576,6,570
Sichuan,Mainland China,2020-03-17 02:00:00,539,3,520
Heilongjiang,Mainland China,2020-03-17 02:00:00,482,13,456
Beijing,Mainland China,2020-03-17 02:00:00,455,8,368
Shanghai,Mainland China,2020-03-17 02:00:00,358,3,325
Hebei,Mainland China,2020-03-13 02:00:00,318,6,310
Fujian,Mainland China,2020-03-09 01:00:00,296,1,295
Guangxi,Mainland China,2020-03-17 02:00:00,253,2,248
Shaanxi,Mainland China,2020-03-17 02:00:00,246,2,233
Yunnan,Mainland China,2020-03-17 02:00:00,176,2,172
Hainan,Mainland China,2020-03-17 02:00:00,168,6,161
Hong Kong,Hong Kong,2020-03-17 02:00:00,157,4,88
Guizhou,Mainland China,2020-03-17 02:00:00,146,2,144
Tianjin,Mainland China,2020-03-17 02:00:00,136,3,133
Shanxi,Mainland China,2020-03-15 02:00:00,133,0,133
Gansu,Mainland China,2020-03-17 02:00:00,133,2,91
Liaoning,Mainland China,2020-03-17 02:00:00,125,1,119
Jilin,Mainland China,2020-03-16 02:00:00,93,1,92
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-03-17 02:00:00,75,1,73
Ningxia,Mainland China,2020-03-17 02:00:00,75,0,75
Taiwan,Taiwan,2020-03-17 02:00:00,67,1,22
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Macau,Macau,2020-03-07 01:00:00,10,0,10
Xizang,Mainland China,2020-02-12 07:00:00,1,0,1
Italy,Italy,2020-03-16 21:00:00,27980,2158,2749
Iran,Iran,2020-03-16 12:00:00,14991,853,4996
Spain,Spain,2020-03-16 21:00:00,9942,342,530
South Korea,South Korea,2020-03-17 03:00:00,8320,75,1137
Germany,Germany,2020-03-16 21:00:00 * (state stat is not updated) State Baden-Württemberg 1338; Bavaria 1049; Berlin 283; Brandenburg 84; Bremen 56; Hamburg 196; Hesse 286; Mecklenburg-Vorpommern 50; Lower Saxony 287; North Rhine-Westphalia 2493; Rhineland-Palatinate 200; Saarland 74; Saxony 134; Saxony-Anhalt 60; Schleswig-Holstein 129; Thuringia 51; Source: @iceweasel,7272,17,67
France,France,2020-03-16 21:00:00,6650,148,28
Switzerland,Switzerland,2020-03-17 03:00:00,2330,19,4
United Kingdom,United Kingdom,2020-03-17 03:00:00,1553,56,53
