date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-02-2021,93.49,,,,,,,,2414,,,actual
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,90.02,3065,3005,3136,88.98,91.34,3065 [3005 - 3136],90.02% [88.98% - 91.34%],1793,1608,2030,projected
01-30-2021,90.4,3244,3126,3390,88.39,92.83,3244 [3126 - 3390],90.4% [88.39% - 92.83%],1861,1502,2296,projected
02-06-2021,90.55,3291,3131,3516,87.2,95.12,3291 [3131 - 3516],90.55% [87.2% - 95.12%],1889,1288,2707,projected
02-13-2021,90.57,3265,3073,3561,87.07,95.38,3265 [3073 - 3561],90.57% [87.07% - 95.38%],1891,1265,2752,projected
02-20-2021,90.25,3032,2827,3368,86.07,96.72,3032 [2827 - 3368],90.25% [86.07% - 96.72%],1834,1086,2992,projected
02-27-2021,89.3,2638,2426,2986,84.78,96.74,2638 [2426 - 2986],89.3% [84.78% - 96.74%],1665,856,2997,projected
03-06-2021,87.88,2172,1978,2510,83.49,95.46,2172 [1978 - 2510],87.88% [83.49% - 95.46%],1411,624,2767,projected
