date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,82.58,374,358,387,82.36,82.86,374 [358 - 387],82.58% [82.36% - 82.86%],461,422,511,projected
05-22-2021,82.0,264,249,280,81.61,82.3,264 [249 - 280],82.0% [81.61% - 82.3%],358,289,412,projected
05-29-2021,81.42,209,194,224,81.01,81.84,209 [194 - 224],81.42% [81.01% - 81.84%],254,181,330,projected
06-05-2021,81.14,185,169,200,80.69,81.58,185 [169 - 200],81.14% [80.69% - 81.58%],204,124,282,projected
06-12-2021,81.0,138,123,158,80.45,81.49,138 [123 - 158],81.0% [80.45% - 81.49%],179,80,267,projected
06-19-2021,80.73,109,95,129,80.24,81.36,109 [95 - 129],80.73% [80.24% - 81.36%],131,43,243,projected
06-26-2021,80.6,74,62,93,80.12,81.19,74 [62 - 93],80.6% [80.12% - 81.19%],107,22,213,projected
