date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.86,386,367,403,83.52,84.19,386 [367 - 403],83.86% [83.52% - 84.19%],691,630,750,projected
05-22-2021,83.16,324,305,352,82.55,83.75,324 [305 - 352],83.16% [82.55% - 83.75%],566,457,671,projected
05-29-2021,82.65,314,295,368,81.78,83.8,314 [295 - 368],82.65% [81.78% - 83.8%],474,319,681,projected
06-05-2021,82.8,364,334,471,81.61,86.67,364 [334 - 471],82.8% [81.61% - 86.67%],501,288,1194,projected
06-12-2021,83.56,478,429,684,81.69,91.54,478 [429 - 684],83.56% [81.69% - 91.54%],638,302,2066,projected
06-19-2021,85.19,706,624,966,81.89,97.17,706 [624 - 966],85.19% [81.89% - 97.17%],929,338,3073,projected
06-26-2021,87.63,1027,906,1424,82.27,104.66,1027 [906 - 1424],87.63% [82.27% - 104.66%],1365,406,4414,projected
