region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,84.19,420,388,478,82.27,87.79,420 [388 - 478],84.19% [82.27% - 87.79%],354,192,658,01-26-2021,projected
2,AL- DOTHAN,84.82,70,63,82,81.96,88.89,70 [63 - 82],84.82% [81.96% - 88.89%],64,26,118,01-26-2021,projected
5,AL- HUNTSVILLE,82.55,54,49,59,81.28,83.99,54 [49 - 59],82.55% [81.28% - 83.99%],48,24,75,01-26-2021,projected
6,AL- MOBILE,86.72,228,210,257,83.64,91.94,228 [210 - 257],86.72% [83.64% - 91.94%],192,104,341,01-26-2021,projected
7,AL- MONTGOMERY,96.3,318,296,357,89.18,109.88,318 [296 - 357],96.3% [89.18% - 109.88%],252,142,462,01-26-2021,projected
9,AL- TUSCALOOSA,85.11,60,55,71,82.81,90.52,60 [55 - 71],85.11% [82.81% - 90.52%],51,28,105,01-26-2021,projected
11,AZ- MESA,88.38,190,171,227,83.54,98.18,190 [171 - 227],88.38% [83.54% - 98.18%],166,70,360,01-26-2021,projected
12,AZ- PHOENIX,84.2,355,319,417,81.73,88.55,355 [319 - 417],84.2% [81.73% - 88.55%],318,131,648,01-26-2021,projected
14,AZ- SUN CITY,81.6,14,13,16,80.62,82.96,14 [13 - 16],81.6% [80.62% - 82.96%],13,5,24,01-26-2021,projected
15,AZ- TUCSON,94.03,418,377,510,85.55,112.69,418 [377 - 510],94.03% [85.55% - 112.69%],354,140,825,01-26-2021,projected
16,AR- FORT SMITH,83.59,53,47,62,81.33,86.56,53 [47 - 62],83.59% [81.33% - 86.56%],46,17,84,01-26-2021,projected
18,AR- JONESBORO,81.55,15,13,18,81.11,82.99,15 [13 - 18],81.55% [81.11% - 82.99%],14,10,27,01-26-2021,projected
19,AR- LITTLE ROCK,82.96,190,174,216,81.35,85.06,190 [174 - 216],82.96% [81.35% - 85.06%],171,78,292,01-26-2021,projected
21,AR- SPRINGDALE,89.84,120,111,135,85.2,96.84,120 [111 - 135],89.84% [85.2% - 96.84%],104,55,178,01-26-2021,projected
