HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.6,467,429,577,82.43,94.0,467 [429 - 577],85.6% [82.43% - 94.0%],473,205,1182,10-20-2020
2,AL- DOTHAN,81.3,14,13,18,80.23,83.39,14 [13 - 18],81.3% [80.23% - 83.39%],17,3,45,10-20-2020
5,AL- HUNTSVILLE,87.73,140,130,165,83.83,96.12,140 [130 - 165],87.73% [83.83% - 96.12%],145,72,303,10-20-2020
6,AL- MOBILE,82.23,60,56,73,81.05,85.04,60 [56 - 73],82.23% [81.05% - 85.04%],63,30,144,10-20-2020
7,AL- MONTGOMERY,87.19,105,98,137,83.3,100.38,105 [98 - 137],87.19% [83.3% - 100.38%],111,51,315,10-20-2020
9,AL- TUSCALOOSA,84.63,42,38,50,81.3,89.92,42 [38 - 50],84.63% [81.3% - 89.92%],46,13,99,10-20-2020
11,AZ- MESA,95.53,303,280,360,88.03,112.63,303 [280 - 360],95.53% [88.03% - 112.63%],307,159,646,10-20-2020
12,AZ- PHOENIX,90.14,766,704,936,84.91,103.75,766 [704 - 936],90.14% [84.91% - 103.75%],768,372,1799,10-20-2020
14,AZ- SUN CITY,86.86,52,49,62,83.46,94.44,52 [49 - 62],86.86% [83.46% - 94.44%],55,28,117,10-20-2020
15,AZ- TUCSON,84.2,104,95,137,81.62,92.28,104 [95 - 137],84.2% [81.62% - 92.28%],106,41,310,10-20-2020
16,AR- FORT SMITH,84.55,55,51,66,82.58,89.68,55 [51 - 66],84.55% [82.58% - 89.68%],58,33,124,10-20-2020
18,AR- JONESBORO,89.01,77,70,95,82.77,101.79,77 [70 - 95],89.01% [82.77% - 101.79%],81,25,197,10-20-2020
19,AR- LITTLE ROCK,83.44,196,181,227,81.51,86.88,196 [181 - 227],83.44% [81.51% - 86.88%],198,87,397,10-20-2020
21,AR- SPRINGDALE,85.53,53,50,62,82.93,90.79,53 [50 - 62],85.53% [82.93% - 90.79%],58,31,114,10-20-2020
22,AR- TEXARKANA,86.49,63,58,78,82.65,96.33,63 [58 - 78],86.49% [82.65% - 96.33%],63,26,160,10-20-2020
