region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,92.72,991,953,1027,91.15,94.23,991 [953 - 1027],92.72% [91.15% - 94.23%],1074,942,1202,01-19-2021,projected
2,AL- DOTHAN,97.02,227,218,238,92.88,101.84,227 [218 - 238],97.02% [92.88% - 101.84%],226,171,290,01-19-2021,projected
5,AL- HUNTSVILLE,94.57,244,234,253,92.87,96.6,244 [234 - 253],94.57% [92.87% - 96.6%],274,242,312,01-19-2021,projected
6,AL- MOBILE,95.58,445,429,463,92.18,98.94,445 [429 - 463],95.58% [92.18% - 98.94%],445,348,541,01-19-2021,projected
7,AL- MONTGOMERY,96.04,241,230,253,93.0,98.11,241 [230 - 253],96.04% [93.0% - 98.11%],248,201,280,01-19-2021,projected
9,AL- TUSCALOOSA,90.82,101,97,107,88.92,93.13,101 [97 - 107],90.82% [88.92% - 93.13%],108,89,131,01-19-2021,projected
11,AZ- MESA,128.38,855,822,891,122.02,134.34,855 [822 - 891],128.38% [122.02% - 134.34%],958,832,1076,01-19-2021,projected
12,AZ- PHOENIX,110.3,2059,1981,2146,106.32,113.91,2059 [1981 - 2146],110.3% [106.32% - 113.91%],2295,1994,2569,01-19-2021,projected
14,AZ- SUN CITY,100.12,145,139,151,97.41,102.59,145 [139 - 151],100.12% [97.41% - 102.59%],163,141,183,01-19-2021,projected
15,AZ- TUCSON,115.46,895,859,944,107.14,125.64,895 [859 - 944],115.46% [107.14% - 125.64%],895,685,1152,01-19-2021,projected
16,AR- FORT SMITH,104.2,309,299,321,99.59,109.27,309 [299 - 321],104.2% [99.59% - 109.27%],310,251,375,01-19-2021,projected
18,AR- JONESBORO,89.85,89,86,92,88.3,91.84,89 [86 - 92],89.85% [88.3% - 91.84%],89,75,107,01-19-2021,projected
19,AR- LITTLE ROCK,92.06,698,674,723,89.63,94.6,698 [674 - 723],92.06% [89.63% - 94.6%],696,556,843,01-19-2021,projected
21,AR- SPRINGDALE,132.03,549,529,574,121.82,144.14,549 [529 - 574],132.03% [121.82% - 144.14%],550,442,678,01-19-2021,projected
22,AR- TEXARKANA,90.51,103,99,107,88.16,92.35,103 [99 - 107],90.51% [88.16% - 92.35%],103,80,121,01-19-2021,projected
23,CA- ORANGE CO.,103.19,1772,1715,1836,98.87,107.84,1772 [1715 - 1836],103.19% [98.87% - 107.84%],1774,1444,2130,01-19-2021,projected
25,CA- BAKERSFIELD,96.21,588,566,609,92.78,99.69,588 [566 - 609],96.21% [92.78% - 99.69%],586,462,712,01-19-2021,projected
31,CA- CHICO,90.0,60,58,62,89.06,91.09,60 [58 - 62],90.0% [89.06% - 91.09%],64,58,71,01-19-2021,projected
33,CA- CONTRA COSTA CO.,102.02,440,424,458,97.67,106.86,440 [424 - 458],102.02% [97.67% - 106.86%],441,354,538,01-19-2021,projected
43,CA- FRESNO,126.52,1063,1020,1131,116.84,140.58,1063 [1020 - 1131],126.52% [116.84% - 140.58%],1062,841,1383,01-19-2021,projected
56,CA- LOS ANGELES,106.1,6472,6186,6779,99.3,113.54,6472 [6186 - 6779],106.1% [99.3% - 113.54%],6473,4788,8320,01-19-2021,projected
58,CA- MODESTO,102.98,394,381,410,98.56,107.81,394 [381 - 410],102.98% [98.56% - 107.81%],395,319,478,01-19-2021,projected
62,CA- NAPA,93.92,83,80,87,91.51,97.01,83 [80 - 87],93.92% [91.51% - 97.01%],81,67,99,01-19-2021,projected
65,CA- ALAMEDA CO.,97.46,590,567,617,93.61,101.54,590 [567 - 617],97.46% [93.61% - 101.54%],590,460,728,01-19-2021,projected
