date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-05-2020,96.5,,,,,,,,2953,,,actual
12-12-2020,89.83,,,,,,,,1760,,,actual
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,93.36,1722,1667,1776,91.96,94.74,1722 [1667 - 1776],93.36% [91.96% - 94.74%],2391,2141,2638,projected
01-02-2021,94.01,1751,1681,1855,91.03,97.85,1751 [1681 - 1855],94.01% [91.03% - 97.85%],2507,1975,3194,projected
01-09-2021,94.09,1779,1682,1892,89.65,99.59,1779 [1682 - 1892],94.09% [89.65% - 99.59%],2522,1727,3507,projected
01-16-2021,94.31,1791,1676,1948,88.77,101.26,1791 [1676 - 1948],94.31% [88.77% - 101.26%],2561,1570,3805,projected
01-23-2021,94.42,1814,1685,2017,87.87,103.63,1814 [1685 - 2017],94.42% [87.87% - 103.63%],2580,1408,4230,projected
01-30-2021,94.42,1773,1633,2012,87.49,104.65,1773 [1633 - 2012],94.42% [87.49% - 104.65%],2581,1341,4412,projected
02-06-2021,94.18,1707,1559,1982,86.74,106.51,1707 [1559 - 1982],94.18% [86.74% - 106.51%],2538,1206,4744,projected
