date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-05-2020,96.5,,,,,,,,2953,,,actual
12-12-2020,89.83,,,,,,,,1760,,,actual
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,89.79,1753,1709,1819,88.67,91.17,1753 [1709 - 1819],89.79% [88.67% - 91.17%],1752,1552,1999,projected
01-02-2021,92.44,2224,2126,2338,89.35,96.08,2224 [2126 - 2338],92.44% [89.35% - 96.08%],2226,1673,2878,projected
01-09-2021,95.59,2790,2645,2987,90.86,101.79,2790 [2645 - 2987],95.59% [90.86% - 101.79%],2790,1944,3900,projected
01-16-2021,98.76,3357,3153,3686,91.84,109.44,3357 [3153 - 3686],98.76% [91.84% - 109.44%],3357,2119,5269,projected
01-23-2021,101.94,3928,3658,4413,92.49,118.19,3928 [3658 - 4413],101.94% [92.49% - 118.19%],3927,2235,6835,projected
01-30-2021,104.35,4363,4039,5008,92.62,126.85,4363 [4039 - 5008],104.35% [92.62% - 126.85%],4359,2258,8386,projected
02-06-2021,105.85,4629,4268,5391,92.38,133.75,4629 [4268 - 5391],105.85% [92.38% - 133.75%],4626,2215,9620,projected
