date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-13-2021,91.33,,,,,,,,2028,,,actual
02-20-2021,89.31,,,,,,,,1666,,,actual
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,83.87,681,664,698,83.67,84.06,681 [664 - 698],83.87% [83.67% - 84.06%],692,657,727,projected
03-13-2021,83.15,564,537,589,82.75,83.59,564 [537 - 589],83.15% [82.75% - 83.59%],563,492,642,projected
03-20-2021,82.57,438,412,475,81.83,83.32,438 [412 - 475],82.57% [81.83% - 83.32%],460,327,594,projected
03-27-2021,82.0,355,331,394,81.32,83.08,355 [331 - 394],82.0% [81.32% - 83.08%],358,237,551,projected
04-03-2021,81.63,282,255,318,80.92,82.73,282 [255 - 318],81.63% [80.92% - 82.73%],292,165,489,projected
04-10-2021,81.27,194,172,229,80.55,82.33,194 [172 - 229],81.27% [80.55% - 82.33%],228,99,417,projected
04-17-2021,80.84,131,117,163,80.35,81.9,131 [117 - 163],80.84% [80.35% - 81.9%],151,62,340,projected
