date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,96.11,1724,1688,1785,95.09,97.49,1724 [1688 - 1785],96.11% [95.09% - 97.49%],2883,2700,3130,projected
01-16-2021,98.1,1991,1903,2096,94.89,102.41,1991 [1903 - 2096],98.1% [94.89% - 102.41%],3239,2665,4011,projected
01-23-2021,101.48,2386,2270,2555,95.73,109.36,2386 [2270 - 2555],101.48% [95.73% - 109.36%],3844,2816,5254,projected
01-30-2021,104.84,2709,2555,2965,96.59,117.43,2709 [2555 - 2965],104.84% [96.59% - 117.43%],4445,2970,6699,projected
02-06-2021,107.68,2987,2793,3344,96.7,126.32,2987 [2793 - 3344],107.68% [96.7% - 126.32%],4954,2989,8290,projected
02-13-2021,109.7,3153,2936,3603,96.43,134.82,3153 [2936 - 3603],109.7% [96.43% - 134.82%],5315,2940,9812,projected
02-20-2021,110.66,3222,2978,3751,95.59,141.77,3222 [2978 - 3751],110.66% [95.59% - 141.77%],5487,2790,11055,projected
