date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,101.73,2526,2473,2589,100.06,103.59,2526 [2473 - 2589],101.73% [100.06% - 103.59%],3889,3590,4223,projected
02-06-2021,103.25,2703,2594,2836,99.06,108.47,2703 [2594 - 2836],103.25% [99.06% - 108.47%],4161,3411,5096,projected
02-13-2021,105.35,2971,2813,3189,97.96,115.04,2971 [2813 - 3189],105.35% [97.96% - 115.04%],4538,3214,6271,projected
02-20-2021,107.47,3191,2993,3523,97.11,122.99,3191 [2993 - 3523],107.47% [97.11% - 122.99%],4916,3063,7694,projected
02-27-2021,108.95,3332,3094,3785,96.07,131.56,3332 [3094 - 3785],108.95% [96.07% - 131.56%],5181,2876,9228,projected
03-06-2021,109.58,3377,3115,3929,94.64,139.16,3377 [3115 - 3929],109.58% [94.64% - 139.16%],5295,2621,10589,projected
03-13-2021,109.58,3285,3008,3894,94.43,140.06,3285 [3008 - 3894],109.58% [94.43% - 140.06%],5294,2583,10749,projected
