date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,81.45,1724,1688,1785,81.25,81.78,1724 [1688 - 1785],81.45% [81.25% - 81.78%],259,223,319,projected
01-16-2021,81.73,1991,1903,2096,81.25,82.31,1991 [1903 - 2096],81.73% [81.25% - 82.31%],309,224,413,projected
01-23-2021,82.02,2386,2270,2555,81.37,82.96,2386 [2270 - 2555],82.02% [81.37% - 82.96%],361,245,530,projected
01-30-2021,82.26,2709,2555,2965,81.4,83.69,2709 [2555 - 2965],82.26% [81.4% - 83.69%],405,251,661,projected
02-06-2021,82.46,2987,2793,3344,81.39,84.45,2987 [2793 - 3344],82.46% [81.39% - 84.45%],440,248,797,projected
02-13-2021,82.55,3153,2936,3603,81.34,84.97,3153 [2936 - 3603],82.55% [81.34% - 84.97%],456,240,890,projected
02-20-2021,82.58,3222,2978,3751,81.24,85.45,3222 [2978 - 3751],82.58% [81.24% - 85.45%],462,222,976,projected
