date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,80.34,374,357,387,80.3,80.37,374 [357 - 387],80.34% [80.3% - 80.37%],60,53,67,projected
05-22-2021,80.24,264,248,280,80.18,80.31,264 [248 - 280],80.24% [80.18% - 80.31%],43,32,56,projected
05-29-2021,80.18,210,195,225,80.12,80.25,210 [195 - 225],80.18% [80.12% - 80.25%],33,21,44,projected
06-05-2021,80.16,186,170,202,80.07,80.22,186 [170 - 202],80.16% [80.07% - 80.22%],28,13,40,projected
06-12-2021,80.12,148,132,168,80.05,80.22,148 [132 - 168],80.12% [80.05% - 80.22%],22,9,39,projected
06-19-2021,80.11,124,109,149,80.03,80.21,124 [109 - 149],80.11% [80.03% - 80.21%],19,6,38,projected
06-26-2021,80.09,112,99,138,80.02,80.22,112 [99 - 138],80.09% [80.02% - 80.22%],17,4,40,projected
