date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-20-2021,89.31,,,,,,,,1666,,,actual
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,86.44,,,,,,,,1152,,,actual
03-13-2021,84.42,570,552,587,84.24,84.68,570 [552 - 587],84.42% [84.24% - 84.68%],791,759,838,projected
03-20-2021,83.61,441,425,467,83.11,84.15,441 [425 - 467],83.61% [83.11% - 84.15%],647,557,742,projected
03-27-2021,82.78,369,352,394,82.21,83.69,369 [352 - 394],82.78% [82.21% - 83.69%],497,395,661,projected
04-03-2021,82.29,301,278,332,81.62,83.3,301 [278 - 332],82.29% [81.62% - 83.3%],410,290,590,projected
04-10-2021,81.89,231,208,264,81.06,83.06,231 [208 - 264],81.89% [81.06% - 83.06%],338,190,547,projected
04-17-2021,81.42,162,144,196,80.65,82.74,162 [144 - 196],81.42% [80.65% - 82.74%],255,116,490,projected
04-24-2021,81.03,116,102,142,80.39,82.22,116 [102 - 142],81.03% [80.39% - 82.22%],184,69,398,projected
