date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
11-01-2020,4,4,4
11-02-2020,4,4,4
11-03-2020,4,4,4
11-04-2020,4,4,4
11-05-2020,5,4,5
11-06-2020,6,6,6
11-07-2020,6,6,6
11-08-2020,7,7,7
11-09-2020,7,7,7
11-10-2020,9,9,9
11-11-2020,9,9,9
11-12-2020,11,11,11
11-13-2020,12,12,12
11-14-2020,13,13,14
11-15-2020,14,14,15
11-16-2020,16,15,17
11-17-2020,17,16,19
11-18-2020,19,17,20
11-19-2020,21,19,23
11-20-2020,23,20,25
11-21-2020,25,22,28
11-22-2020,27,24,31
11-23-2020,29,25,35
11-24-2020,32,27,38
11-25-2020,35,29,42
11-26-2020,37,30,47
11-27-2020,40,32,51
11-28-2020,44,33,57
11-29-2020,48,36,62
11-30-2020,51,38,69
12-01-2020,56,40,75
12-02-2020,60,43,82
12-03-2020,64,46,90
12-04-2020,69,49,97
12-05-2020,74,51,105
12-06-2020,80,54,114
12-07-2020,85,57,123
12-08-2020,91,60,133
12-09-2020,96,63,142
12-10-2020,102,67,152
12-11-2020,108,70,161
12-12-2020,115,74,171
12-13-2020,120,77,180
12-14-2020,126,81,189
12-15-2020,132,84,196
12-16-2020,138,87,205
12-17-2020,143,90,211
12-18-2020,148,93,217
12-19-2020,152,96,221
12-20-2020,155,99,225
12-21-2020,159,101,226
12-22-2020,160,103,227
12-23-2020,162,105,227
12-24-2020,162,106,225
12-25-2020,161,108,224
12-26-2020,159,109,219
12-27-2020,156,109,215
12-28-2020,153,107,209
12-29-2020,150,107,202
12-30-2020,147,105,195
12-31-2020,142,103,187
01-01-2021,137,99,181
01-02-2021,133,94,175
