date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
11-01-2020,21,21,21
11-02-2020,29,29,29
11-03-2020,31,31,31
11-04-2020,33,33,33
11-05-2020,37,37,37
11-06-2020,42,42,42
11-07-2020,46,46,47
11-08-2020,48,48,48
11-09-2020,44,44,44
11-10-2020,46,46,46
11-11-2020,45,45,46
11-12-2020,47,47,47
11-13-2020,49,49,51
11-14-2020,52,51,53
11-15-2020,55,52,57
11-16-2020,57,52,59
11-17-2020,57,54,61
11-18-2020,59,54,64
11-19-2020,61,55,67
11-20-2020,62,55,69
11-21-2020,63,55,72
11-22-2020,65,56,74
11-23-2020,65,55,76
11-24-2020,66,55,77
11-25-2020,66,54,79
11-26-2020,67,53,80
11-27-2020,66,52,81
11-28-2020,66,52,82
11-29-2020,66,51,82
11-30-2020,66,50,83
12-01-2020,64,49,82
12-02-2020,64,47,81
12-03-2020,64,46,81
12-04-2020,62,45,79
12-05-2020,61,44,77
12-06-2020,59,42,76
12-07-2020,58,41,73
12-08-2020,55,39,71
12-09-2020,54,38,69
12-10-2020,52,36,67
12-11-2020,51,35,64
12-12-2020,49,33,62
12-13-2020,46,32,59
12-14-2020,45,30,57
12-15-2020,43,29,54
12-16-2020,42,27,51
12-17-2020,40,27,49
12-18-2020,37,25,46
12-19-2020,36,24,44
12-20-2020,33,23,42
12-21-2020,31,21,40
12-22-2020,30,20,36
12-23-2020,29,20,35
12-24-2020,27,18,32
12-25-2020,26,18,32
12-26-2020,24,16,30
12-27-2020,23,15,28
12-28-2020,22,14,26
12-29-2020,21,13,25
12-30-2020,19,12,24
12-31-2020,19,12,24
01-01-2021,17,11,22
01-02-2021,16,10,21
