date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-04-2020,84,77,90
10-05-2020,79,73,83
10-06-2020,76,71,80
10-07-2020,102,94,104
10-08-2020,100,94,103
10-09-2020,104,94,108
10-10-2020,103,96,105
10-11-2020,101,99,105
10-12-2020,108,103,111
10-13-2020,115,111,117
10-14-2020,107,103,111
10-15-2020,108,105,112
10-16-2020,109,100,113
10-17-2020,109,101,113
10-18-2020,110,105,114
10-19-2020,113,105,117
10-20-2020,114,106,124
10-21-2020,115,106,130
10-22-2020,118,106,137
10-23-2020,121,104,144
10-24-2020,126,104,151
10-25-2020,127,104,158
10-26-2020,133,106,166
10-27-2020,136,108,171
10-28-2020,136,108,180
10-29-2020,138,107,187
10-30-2020,140,106,194
10-31-2020,142,104,207
11-01-2020,146,105,216
11-02-2020,151,105,225
11-03-2020,156,105,231
11-04-2020,163,106,244
11-05-2020,167,107,256
11-06-2020,169,109,263
11-07-2020,170,110,274
11-08-2020,175,109,284
11-09-2020,178,108,294
11-10-2020,181,106,306
11-11-2020,183,108,322
11-12-2020,186,108,334
11-13-2020,190,109,348
11-14-2020,194,109,361
11-15-2020,195,108,373
11-16-2020,201,108,384
11-17-2020,201,109,401
11-18-2020,204,107,416
11-19-2020,206,108,432
11-20-2020,206,109,443
11-21-2020,211,107,456
11-22-2020,214,107,469
11-23-2020,218,106,483
11-24-2020,219,106,500
11-25-2020,220,104,519
11-26-2020,223,105,529
11-27-2020,221,105,542
11-28-2020,225,102,559
11-29-2020,234,102,596
11-30-2020,234,99,605
12-01-2020,241,100,639
12-02-2020,241,97,655
12-03-2020,246,100,690
12-04-2020,246,98,704
12-05-2020,259,104,742
