HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,89.25,439,393,556,82.91,103.73,439 [393 - 556],89.25% [82.91% - 103.73%],781,246,2004,05-18-2020
2,AL- DOTHAN,82.21,18,15,26,80.3,88.73,18 [15 - 26],82.21% [80.3% - 88.73%],29,4,116,05-18-2020
5,AL- HUNTSVILLE,87.39,76,68,98,82.45,98.88,76 [68 - 98],87.39% [82.45% - 98.88%],138,46,355,05-18-2020
6,AL- MOBILE,85.6,87,79,115,82.17,95.61,87 [79 - 115],85.6% [82.17% - 95.61%],160,62,446,05-18-2020
7,AL- MONTGOMERY,86.9,61,55,82,82.26,101.02,61 [55 - 82],86.9% [82.26% - 101.02%],106,35,325,05-18-2020
9,AL- TUSCALOOSA,88.26,47,41,61,82.1,103.85,47 [41 - 61],88.26% [82.1% - 103.85%],82,21,238,05-18-2020
11,AZ- MESA,97.64,196,180,259,88.18,130.25,196 [180 - 259],97.64% [88.18% - 130.25%],349,162,995,05-18-2020
12,AZ- PHOENIX,91.26,479,436,632,85.23,112.17,479 [436 - 632],91.26% [85.23% - 112.17%],853,396,2437,05-18-2020
14,AZ- SUN CITY,87.37,31,29,42,83.33,100.99,31 [29 - 42],87.37% [83.33% - 100.99%],59,27,170,05-18-2020
15,AZ- TUCSON,88.78,122,111,169,83.57,107.26,122 [111 - 169],88.78% [83.57% - 107.26%],221,90,688,05-18-2020
16,AR- FORT SMITH,80.51,0,0,5,80.0,82.89,0 [0 - 5],80.51% [80.0% - 82.89%],6,0,37,05-18-2020
18,AR- JONESBORO,80.91,0,0,3,80.0,83.32,0 [0 - 3],80.91% [80.0% - 83.32%],8,0,30,05-18-2020
19,AR- LITTLE ROCK,84.73,146,129,184,81.14,92.14,146 [129 - 184],84.73% [81.14% - 92.14%],272,66,701,05-18-2020
21,AR- SPRINGDALE,82.39,13,13,17,81.04,86.24,13 [13 - 17],82.39% [81.04% - 86.24%],25,11,66,05-18-2020
22,AR- TEXARKANA,82.48,13,12,17,80.51,85.61,13 [12 - 17],82.48% [80.51% - 85.61%],24,5,55,05-18-2020
23,CA- ORANGE CO.,86.69,280,248,361,81.86,98.05,280 [248 - 361],86.69% [81.86% - 98.05%],511,142,1381,05-18-2020
25,CA- BAKERSFIELD,82.41,47,42,64,80.64,87.11,47 [42 - 64],82.41% [80.64% - 87.11%],87,23,257,05-18-2020
31,CA- CHICO,83.75,10,9,15,80.62,92.5,10 [9 - 15],83.75% [80.62% - 92.5%],24,4,80,05-18-2020
33,CA- CONTRA COSTA CO.,97.72,187,166,233,84.69,124.93,187 [166 - 233],97.72% [84.69% - 124.93%],355,94,900,05-18-2020
43,CA- FRESNO,84.23,51,45,70,80.88,92.7,51 [45 - 70],84.23% [80.88% - 92.7%],96,20,290,05-18-2020
56,CA- LOS ANGELES,85.54,816,722,1051,81.55,94.6,816 [722 - 1051],85.54% [81.55% - 94.6%],1373,384,3621,05-18-2020
58,CA- MODESTO,90.42,95,83,123,82.39,108.27,95 [83 - 123],90.42% [82.39% - 108.27%],179,41,486,05-18-2020
62,CA- NAPA,90.09,27,23,36,81.37,107.66,27 [23 - 36],90.09% [81.37% - 107.66%],58,8,161,05-18-2020
65,CA- ALAMEDA CO.,95.73,283,252,351,84.32,119.57,283 [252 - 351],95.73% [84.32% - 119.57%],531,146,1337,05-18-2020
69,CA- PALM SPR/RANCHO MIR.,84.58,23,21,31,81.23,92.44,23 [21 - 31],84.58% [81.23% - 92.44%],48,13,131,05-18-2020
73,CA- REDDING,85.31,31,27,40,80.83,94.79,31 [27 - 40],85.31% [80.83% - 94.79%],57,9,160,05-18-2020
77,CA- SACRAMENTO,92.83,330,292,420,83.24,113.78,330 [292 - 420],92.83% [83.24% - 113.78%],613,155,1616,05-18-2020
78,CA- SALINAS,91.49,47,42,61,82.9,111.27,47 [42 - 61],91.49% [82.9% - 111.27%],91,23,248,05-18-2020
79,CA- SAN BERNARDINO,87.76,247,219,320,82.11,101.29,247 [219 - 320],87.76% [82.11% - 101.29%],448,122,1231,05-18-2020
80,CA- SAN DIEGO,89.94,382,338,490,82.6,106.93,382 [338 - 490],89.94% [82.6% - 106.93%],698,183,1894,05-18-2020
81,CA- SAN FRANCISCO,89.27,249,221,309,82.46,103.24,249 [221 - 309],89.27% [82.46% - 103.24%],470,125,1179,05-18-2020
82,CA- SAN JOSE,99.9,318,283,391,85.32,129.11,318 [283 - 391],99.9% [85.32% - 129.11%],602,161,1486,05-18-2020
83,CA- SAN LUIS OBISPO,89.97,21,19,29,81.97,107.41,21 [19 - 29],89.97% [81.97% - 107.41%],45,9,125,05-18-2020
85,CA- SAN MATEO CO.,90.75,152,135,188,83.0,106.71,152 [135 - 188],90.75% [83.0% - 106.71%],289,81,720,05-18-2020
86,CA- SANTA BARBARA,87.08,34,31,46,81.97,99.57,34 [31 - 46],87.08% [81.97% - 99.57%],68,19,189,05-18-2020
87,CA- SANTA CRUZ,102.63,39,35,50,85.57,138.77,39 [35 - 50],102.63% [85.57% - 138.77%],81,20,211,05-18-2020
89,CA- SANTA ROSA,87.55,72,64,92,82.1,99.67,72 [64 - 92],87.55% [82.1% - 99.67%],140,39,366,05-18-2020
91,CA- STOCKTON,94.61,81,72,104,83.67,118.57,81 [72 - 104],94.61% [83.67% - 118.57%],155,39,410,05-18-2020
96,CA- VENTURA,88.28,69,61,89,82.16,102.5,69 [61 - 89],88.28% [82.16% - 102.5%],130,34,354,05-18-2020
101,CO- BOULDER,101.77,53,48,67,88.63,137.89,53 [48 - 67],101.77% [88.63% - 137.89%],103,41,275,05-18-2020
102,CO- COLORADO SPRINGS,99.12,100,90,131,86.38,130.82,100 [90 - 131],99.12% [86.38% - 130.82%],197,66,526,05-18-2020
103,CO- DENVER,100.14,506,457,642,87.56,133.46,506 [457 - 642],100.14% [87.56% - 133.46%],962,361,2554,05-18-2020
104,CO- FORT COLLINS,91.76,39,36,50,85.01,112.08,39 [36 - 50],91.76% [85.01% - 112.08%],75,32,205,05-18-2020
105,CO- GRAND JUNCTION,96.2,63,57,79,84.29,121.67,63 [57 - 79],96.2% [84.29% - 121.67%],128,34,330,05-18-2020
106,CO- GREELEY,93.71,52,47,68,84.76,117.97,52 [47 - 68],93.71% [84.76% - 117.97%],106,37,295,05-18-2020
107,CO- PUEBLO,83.18,14,13,19,81.13,89.52,14 [13 - 19],83.18% [81.13% - 89.52%],25,9,76,05-18-2020
109,CT- BRIDGEPORT,100.45,161,146,194,86.9,125.55,161 [146 - 194],100.45% [86.9% - 125.55%],346,117,772,05-18-2020
110,CT- HARTFORD,92.27,200,178,257,83.19,113.72,200 [178 - 257],92.27% [83.19% - 113.72%],399,104,1098,05-18-2020
111,CT- NEW HAVEN,94.71,272,246,340,84.88,117.36,272 [246 - 340],94.71% [84.88% - 117.36%],566,188,1439,05-18-2020
112,DE- WILMINGTON,88.48,83,76,98,84.03,98.05,83 [76 - 98],88.48% [84.03% - 98.05%],157,75,336,05-18-2020
113,DC- WASHINGTON,115.62,1083,1009,1276,99.91,153.58,1083 [1009 - 1276],115.62% [99.91% - 153.58%],1955,1093,4039,05-18-2020
115,FL- BRADENTON,90.01,35,32,43,82.68,102.0,35 [32 - 43],90.01% [82.68% - 102.0%],70,19,156,05-18-2020
116,FL- CLEARWATER,86.25,53,48,65,81.89,93.81,53 [48 - 65],86.25% [81.89% - 93.81%],102,31,226,05-18-2020
118,FL- FORT LAUDERDALE,89.78,456,407,543,82.87,100.9,456 [407 - 543],89.78% [82.87% - 100.9%],850,250,1818,05-18-2020
119,FL- FORT MYERS,88.22,166,147,200,82.3,98.11,166 [147 - 200],88.22% [82.3% - 98.11%],314,88,693,05-18-2020
120,FL- GAINESVILLE,85.81,57,50,70,81.09,93.96,57 [50 - 70],85.81% [81.09% - 93.96%],107,20,257,05-18-2020
122,FL- HUDSON,86.52,42,38,52,81.84,94.38,42 [38 - 52],86.52% [81.84% - 94.38%],81,23,180,05-18-2020
123,FL- JACKSONVILLE,85.78,152,134,194,81.3,94.39,152 [134 - 194],85.78% [81.3% - 94.39%],284,64,707,05-18-2020
124,FL- LAKELAND,87.14,38,34,47,82.15,96.01,38 [34 - 47],87.14% [82.15% - 96.01%],76,23,171,05-18-2020
127,FL- MIAMI,89.78,563,501,669,82.82,100.91,563 [501 - 669],89.78% [82.82% - 100.91%],1054,304,2255,05-18-2020
129,FL- OCALA,86.82,49,45,60,82.49,95.13,49 [45 - 60],86.82% [82.49% - 95.13%],93,34,207,05-18-2020
130,FL- ORLANDO,86.68,377,337,456,82.08,94.87,377 [337 - 456],86.68% [82.08% - 94.87%],691,215,1541,05-18-2020
131,FL- ORMOND BEACH,84.56,36,32,45,81.57,90.16,36 [32 - 45],84.56% [81.57% - 90.16%],75,26,168,05-18-2020
133,FL- PANAMA CITY,82.2,7,7,9,80.9,85.12,7 [7 - 9],82.2% [80.9% - 85.12%],14,6,34,05-18-2020
134,FL- PENSACOLA,85.18,68,61,82,81.4,91.45,68 [61 - 82],85.18% [81.4% - 91.45%],121,33,269,05-18-2020
137,FL- SARASOTA,86.58,49,45,60,81.66,93.98,49 [45 - 60],86.58% [81.66% - 93.98%],95,24,202,05-18-2020
139,FL- ST PETERSBURG,85.21,42,38,51,81.56,91.51,42 [38 - 51],85.21% [81.56% - 91.51%],83,25,184,05-18-2020
140,FL- TALLAHASSEE,84.02,54,48,86,80.96,96.28,54 [48 - 86],84.02% [80.96% - 96.28%],108,26,439,05-18-2020
