HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,94.79,688,608,863,84.06,119.59,688 [608 - 863],94.79% [84.06% - 119.59%],1249,343,3343,05-18-2020
2,AL- DOTHAN,85.13,33,29,50,80.68,98.0,33 [29 - 50],85.13% [80.68% - 98.0%],68,9,239,05-18-2020
5,AL- HUNTSVILLE,92.39,128,115,170,83.62,116.28,128 [115 - 170],92.39% [83.62% - 116.28%],232,68,682,05-18-2020
6,AL- MOBILE,90.61,169,151,217,83.26,108.81,169 [151 - 217],90.61% [83.26% - 108.81%],303,93,823,05-18-2020
7,AL- MONTGOMERY,93.04,113,99,148,83.17,118.36,113 [99 - 148],93.04% [83.17% - 118.36%],201,49,593,05-18-2020
9,AL- TUSCALOOSA,95.02,81,71,104,83.11,121.88,81 [71 - 104],95.02% [83.11% - 121.88%],149,31,418,05-18-2020
11,AZ- MESA,108.94,317,288,424,92.37,170.0,317 [288 - 424],108.94% [92.37% - 170.0%],572,245,1782,05-18-2020
12,AZ- PHOENIX,98.49,777,705,1035,87.82,137.11,777 [705 - 1035],98.49% [87.82% - 137.11%],1400,592,4326,05-18-2020
14,AZ- SUN CITY,92.13,52,48,71,85.19,117.78,52 [48 - 71],92.13% [85.19% - 117.78%],98,42,306,05-18-2020
15,AZ- TUCSON,94.96,210,190,297,85.78,132.18,210 [190 - 297],94.96% [85.78% - 132.18%],377,146,1317,05-18-2020
16,AR- FORT SMITH,80.99,7,6,13,80.0,87.1,7 [6 - 13],80.99% [80.0% - 87.1%],12,0,91,05-18-2020
18,AR- JONESBORO,81.67,7,6,12,80.0,86.86,7 [6 - 12],81.67% [80.0% - 86.86%],15,0,62,05-18-2020
19,AR- LITTLE ROCK,86.68,204,179,263,81.28,98.85,204 [179 - 263],86.68% [81.28% - 98.85%],385,74,1088,05-18-2020
21,AR- SPRINGDALE,84.34,26,24,34,81.51,92.11,26 [24 - 34],84.34% [81.51% - 92.11%],45,16,128,05-18-2020
22,AR- TEXARKANA,84.01,21,19,30,80.92,94.69,21 [19 - 30],84.01% [80.92% - 94.69%],39,9,144,05-18-2020
23,CA- ORANGE CO.,89.9,411,363,543,82.42,109.49,411 [363 - 543],89.9% [82.42% - 109.49%],757,185,2256,05-18-2020
25,CA- BAKERSFIELD,83.82,71,62,102,80.75,92.86,71 [62 - 102],83.82% [80.75% - 92.86%],138,27,465,05-18-2020
31,CA- CHICO,86.28,18,16,28,81.41,102.03,18 [16 - 28],86.28% [81.41% - 102.03%],40,9,141,05-18-2020
33,CA- CONTRA COSTA CO.,102.72,236,209,295,85.39,140.16,236 [209 - 295],102.72% [85.39% - 140.16%],455,108,1205,05-18-2020
43,CA- FRESNO,86.68,82,72,115,80.92,102.73,82 [72 - 115],86.68% [80.92% - 102.73%],152,21,519,05-18-2020
56,CA- LOS ANGELES,87.47,1170,1031,1554,81.88,101.63,1170 [1031 - 1554],87.47% [81.88% - 101.63%],1851,466,5364,05-18-2020
58,CA- MODESTO,94.77,134,118,178,83.14,125.03,134 [118 - 178],94.77% [83.14% - 125.03%],253,54,774,05-18-2020
62,CA- NAPA,94.56,41,36,54,81.37,121.41,41 [36 - 54],94.56% [81.37% - 121.41%],84,8,241,05-18-2020
65,CA- ALAMEDA CO.,99.9,349,310,435,84.82,132.38,349 [310 - 435],99.9% [84.82% - 132.38%],672,163,1770,05-18-2020
69,CA- PALM SPR/RANCHO MIR.,86.93,37,33,50,81.61,100.99,37 [33 - 50],86.93% [81.61% - 100.99%],73,17,221,05-18-2020
73,CA- REDDING,87.26,39,34,52,80.83,102.0,39 [34 - 52],87.26% [80.83% - 102.0%],78,9,238,05-18-2020
77,CA- SACRAMENTO,97.56,449,397,580,84.16,130.46,449 [397 - 580],97.56% [84.16% - 130.46%],839,199,2414,05-18-2020
78,CA- SALINAS,96.51,68,61,90,83.53,128.3,68 [61 - 90],96.51% [83.53% - 128.3%],130,28,383,05-18-2020
79,CA- SAN BERNARDINO,91.82,370,327,494,82.89,115.85,370 [327 - 494],91.82% [82.89% - 115.85%],683,167,2073,05-18-2020
80,CA- SAN DIEGO,94.02,529,468,697,83.31,121.73,529 [468 - 697],94.02% [83.31% - 121.73%],986,233,2935,05-18-2020
81,CA- SAN FRANCISCO,91.74,309,274,385,82.82,110.77,309 [274 - 385],91.74% [82.82% - 110.77%],595,143,1561,05-18-2020
82,CA- SAN JOSE,104.54,385,342,476,86.08,143.32,385 [342 - 476],104.54% [86.08% - 143.32%],742,184,1916,05-18-2020
83,CA- SAN LUIS OBISPO,93.44,29,25,40,81.97,122.32,29 [25 - 40],93.44% [81.97% - 122.32%],61,9,193,05-18-2020
85,CA- SAN MATEO CO.,93.44,187,166,231,83.3,114.57,187 [166 - 231],93.44% [83.3% - 114.57%],362,89,932,05-18-2020
86,CA- SANTA BARBARA,90.05,50,44,68,82.07,111.88,50 [44 - 68],90.05% [82.07% - 111.88%],97,20,308,05-18-2020
87,CA- SANTA CRUZ,109.71,55,49,70,85.85,162.17,55 [49 - 70],109.71% [85.85% - 162.17%],106,21,295,05-18-2020
89,CA- SANTA ROSA,90.07,96,85,123,82.26,107.78,96 [85 - 123],90.07% [82.26% - 107.78%],187,42,517,05-18-2020
91,CA- STOCKTON,99.93,111,98,143,84.42,136.91,111 [98 - 143],99.93% [84.42% - 136.91%],211,47,605,05-18-2020
96,CA- VENTURA,92.0,99,88,133,82.8,116.62,99 [88 - 133],92.0% [82.8% - 116.62%],188,44,576,05-18-2020
101,CO- BOULDER,107.7,66,60,85,90.11,158.74,66 [60 - 85],107.7% [90.11% - 158.74%],131,48,374,05-18-2020
102,CO- COLORADO SPRINGS,104.74,132,119,179,88.02,157.2,132 [119 - 179],104.74% [88.02% - 157.2%],256,83,799,05-18-2020
103,CO- DENVER,105.54,641,579,819,88.85,152.68,641 [579 - 819],105.54% [88.85% - 152.68%],1220,423,3472,05-18-2020
104,CO- FORT COLLINS,95.7,50,45,66,85.79,125.23,50 [45 - 66],95.7% [85.79% - 125.23%],100,37,289,05-18-2020
105,CO- GRAND JUNCTION,97.74,72,64,90,84.17,129.37,72 [64 - 90],97.74% [84.17% - 129.37%],140,33,391,05-18-2020
106,CO- GREELEY,98.1,72,65,94,85.79,132.25,72 [65 - 94],98.1% [85.79% - 132.25%],140,45,406,05-18-2020
107,CO- PUEBLO,84.42,14,13,24,81.13,96.17,14 [13 - 24],84.42% [81.13% - 96.17%],35,9,129,05-18-2020
109,CT- BRIDGEPORT,99.98,161,147,196,87.2,127.73,161 [147 - 196],99.98% [87.2% - 127.73%],338,122,809,05-18-2020
110,CT- HARTFORD,95.01,257,229,332,84.12,123.58,257 [229 - 332],95.01% [84.12% - 123.58%],488,134,1419,05-18-2020
111,CT- NEW HAVEN,95.33,294,267,376,85.11,122.99,294 [267 - 376],95.33% [85.11% - 122.99%],590,197,1656,05-18-2020
112,DE- WILMINGTON,92.86,128,117,150,85.59,107.12,128 [117 - 150],92.86% [85.59% - 107.12%],239,104,505,05-18-2020
113,DC- WASHINGTON,133.9,1623,1501,1908,108.97,196.43,1623 [1501 - 1908],133.9% [108.97% - 196.43%],2958,1590,6391,05-18-2020
115,FL- BRADENTON,94.08,51,45,63,83.67,114.13,51 [45 - 63],94.08% [83.67% - 114.13%],99,26,242,05-18-2020
116,FL- CLEARWATER,89.06,78,70,96,82.38,101.93,78 [70 - 96],89.06% [82.38% - 101.93%],148,39,359,05-18-2020
118,FL- FORT LAUDERDALE,93.25,613,544,740,83.43,110.66,613 [544 - 740],93.25% [83.43% - 110.66%],1152,298,2667,05-18-2020
119,FL- FORT MYERS,91.42,232,204,285,82.67,107.71,232 [204 - 285],91.42% [82.67% - 107.71%],436,102,1060,05-18-2020
120,FL- GAINESVILLE,88.33,83,73,104,81.09,101.51,83 [73 - 104],88.33% [81.09% - 101.51%],153,20,396,05-18-2020
122,FL- HUDSON,89.52,60,54,75,82.24,103.08,60 [54 - 75],89.52% [82.24% - 103.08%],119,28,289,05-18-2020
123,FL- JACKSONVILLE,88.36,221,195,291,81.83,104.02,221 [195 - 291],88.36% [81.83% - 104.02%],410,90,1180,05-18-2020
124,FL- LAKELAND,90.7,59,53,74,82.81,105.94,59 [53 - 74],90.7% [82.81% - 105.94%],114,30,277,05-18-2020
127,FL- MIAMI,93.04,748,663,899,83.36,109.99,748 [663 - 899],93.04% [83.36% - 109.99%],1406,362,3234,05-18-2020
129,FL- OCALA,90.1,72,65,91,82.63,105.07,72 [65 - 91],90.1% [82.63% - 105.07%],138,36,343,05-18-2020
130,FL- ORLANDO,89.89,555,491,686,82.66,104.18,555 [491 - 686],89.89% [82.66% - 104.18%],1024,276,2505,05-18-2020
131,FL- ORMOND BEACH,86.66,56,50,70,81.81,96.26,56 [50 - 70],86.66% [81.81% - 96.26%],110,30,269,05-18-2020
133,FL- PANAMA CITY,83.67,14,13,18,81.36,90.69,14 [13 - 18],83.67% [81.36% - 90.69%],24,9,71,05-18-2020
134,FL- PENSACOLA,87.95,98,88,123,82.17,99.24,98 [88 - 123],87.95% [82.17% - 99.24%],186,51,452,05-18-2020
137,FL- SARASOTA,89.12,66,59,83,82.01,102.21,66 [59 - 83],89.12% [82.01% - 102.21%],131,29,321,05-18-2020
139,FL- ST PETERSBURG,87.55,62,56,78,82.0,98.27,62 [56 - 78],87.55% [82.0% - 98.27%],120,32,292,05-18-2020
140,FL- TALLAHASSEE,86.58,101,86,144,80.96,106.51,101 [86 - 144],86.58% [80.96% - 106.51%],177,26,715,05-18-2020
141,FL- TAMPA,90.27,235,209,289,82.82,104.79,235 [209 - 289],90.27% [82.82% - 104.79%],437,120,1056,05-18-2020
142,GA- ALBANY,93.93,75,66,96,82.92,120.83,75 [66 - 96],93.93% [82.92% - 120.83%],148,31,434,05-18-2020
144,GA- ATLANTA,107.28,1976,1771,2563,89.29,157.93,1976 [1771 - 2563],107.28% [89.29% - 157.93%],3268,1113,9335,05-18-2020
145,GA- AUGUSTA,85.6,79,71,108,81.75,99.39,79 [71 - 108],85.6% [81.75% - 99.39%],137,43,476,05-18-2020
146,GA- COLUMBUS,92.59,84,76,110,84.53,115.98,84 [76 - 110],92.59% [84.53% - 115.98%],158,57,453,05-18-2020
147,GA- MACON,89.95,119,104,173,81.43,117.16,119 [104 - 173],89.95% [81.43% - 117.16%],222,32,831,05-18-2020
148,GA- ROME,104.95,89,80,113,87.24,145.03,89 [80 - 113],104.95% [87.24% - 145.03%],182,53,476,05-18-2020
149,GA- SAVANNAH,88.48,92,81,130,82.09,109.45,92 [81 - 130],88.48% [82.09% - 109.45%],174,43,606,05-18-2020
151,ID- BOISE,81.86,17,16,26,80.96,87.03,17 [16 - 26],81.86% [80.96% - 87.03%],38,20,146,05-18-2020
