date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,118,4,297
06-15-2020,116,4,292
06-16-2020,114,4,286
06-17-2020,111,4,278
06-18-2020,108,4,275
06-19-2020,107,4,269
06-20-2020,106,4,266
06-21-2020,100,3,258
06-22-2020,96,3,254
06-23-2020,95,2,249
06-24-2020,92,2,244
06-25-2020,90,1,240
06-26-2020,88,1,234
06-27-2020,86,1,228
06-28-2020,85,1,224
06-29-2020,83,1,218
06-30-2020,79,1,212
07-01-2020,76,1,209
07-02-2020,73,1,203
07-03-2020,71,1,198
07-04-2020,70,1,195
07-05-2020,69,1,191
07-06-2020,68,1,188
07-07-2020,67,1,182
07-08-2020,65,1,176
07-09-2020,63,1,171
07-10-2020,60,1,168
07-11-2020,58,1,162
07-12-2020,57,1,159
07-13-2020,57,1,156
07-14-2020,56,0,152
07-15-2020,55,0,149
07-16-2020,53,0,143
07-17-2020,53,0,140
07-18-2020,52,0,139
07-19-2020,51,0,135
07-20-2020,50,0,132
07-21-2020,48,0,128
07-22-2020,47,0,124
07-23-2020,46,0,120
07-24-2020,44,0,118
07-25-2020,41,0,116
07-26-2020,40,0,110
07-27-2020,39,0,107
07-28-2020,38,0,104
07-29-2020,37,0,99
07-30-2020,36,0,97
07-31-2020,34,0,95
08-01-2020,33,0,90
08-02-2020,33,0,89
08-03-2020,33,0,85
08-04-2020,33,0,82
08-05-2020,31,0,79
08-06-2020,30,0,75
08-07-2020,30,0,72
08-08-2020,29,0,71
