HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.25,439,393,556,81.62,93.65,439 [393 - 556],85.25% [81.62% - 93.65%],443,137,1153,05-18-2020
2,AL- DOTHAN,81.63,18,15,26,80.3,85.27,18 [15 - 26],81.63% [80.3% - 85.27%],21,4,70,05-18-2020
5,AL- HUNTSVILLE,84.19,76,68,98,81.28,91.17,76 [68 - 98],84.19% [81.28% - 91.17%],78,24,210,05-18-2020
6,AL- MOBILE,83.16,87,79,115,81.19,89.1,87 [79 - 115],83.16% [81.19% - 89.1%],90,34,260,05-18-2020
7,AL- MONTGOMERY,84.12,61,55,82,81.29,92.35,61 [55 - 82],84.12% [81.29% - 92.35%],63,20,191,05-18-2020
9,AL- TUSCALOOSA,85.05,47,41,61,81.2,94.03,47 [41 - 61],85.05% [81.2% - 94.03%],50,12,140,05-18-2020
11,AZ- MESA,89.99,196,180,259,84.49,109.29,196 [180 - 259],89.99% [84.49% - 109.29%],197,89,580,05-18-2020
12,AZ- PHOENIX,86.36,479,436,632,82.88,98.69,479 [436 - 632],86.36% [82.88% - 98.69%],482,218,1416,05-18-2020
14,AZ- SUN CITY,84.18,31,29,42,81.85,92.22,31 [29 - 42],84.18% [81.85% - 92.22%],33,15,99,05-18-2020
15,AZ- TUCSON,84.96,122,111,169,81.94,96.05,122 [111 - 169],84.96% [81.94% - 96.05%],125,49,405,05-18-2020
16,AR- FORT SMITH,80.32,0,0,5,80.0,82.03,0 [0 - 5],80.32% [80.0% - 82.03%],4,0,26,05-18-2020
18,AR- JONESBORO,80.46,0,0,3,80.0,81.88,0 [0 - 3],80.46% [80.0% - 81.88%],4,0,17,05-18-2020
19,AR- LITTLE ROCK,82.6,146,129,184,80.61,86.79,146 [129 - 184],82.6% [80.61% - 86.79%],150,35,392,05-18-2020
21,AR- SPRINGDALE,81.5,13,13,17,80.66,83.6,13 [13 - 17],81.5% [80.66% - 83.6%],15,7,38,05-18-2020
22,AR- TEXARKANA,81.68,13,12,17,80.41,83.47,13 [12 - 17],81.68% [80.41% - 83.47%],16,4,34,05-18-2020
23,CA- ORANGE CO.,83.71,280,248,361,80.99,90.25,280 [248 - 361],83.71% [80.99% - 90.25%],283,76,784,05-18-2020
25,CA- BAKERSFIELD,81.36,47,42,64,80.36,84.12,47 [42 - 64],81.36% [80.36% - 84.12%],49,13,149,05-18-2020
31,CA- CHICO,82.29,10,9,15,80.62,87.5,10 [9 - 15],82.29% [80.62% - 87.5%],14,4,48,05-18-2020
33,CA- CONTRA COSTA CO.,89.52,187,166,233,82.5,104.56,187 [166 - 233],89.52% [82.5% - 104.56%],190,50,492,05-18-2020
