HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.68,392,348,516,81.12,93.95,392 [348 - 516],84.68% [81.12% - 93.95%],395,95,1178,05-18-2020
2,AL- DOTHAN,81.29,15,12,23,80.0,84.67,15 [12 - 23],81.29% [80.0% - 84.67%],17,0,62,05-18-2020
5,AL- HUNTSVILLE,83.83,69,62,94,81.12,91.97,69 [62 - 94],83.83% [81.12% - 91.97%],71,21,225,05-18-2020
6,AL- MOBILE,82.6,70,65,101,80.98,89.31,70 [65 - 101],82.6% [80.98% - 89.31%],74,28,266,05-18-2020
7,AL- MONTGOMERY,83.9,57,50,79,80.84,93.07,57 [50 - 79],83.9% [80.84% - 93.07%],60,13,202,05-18-2020
9,AL- TUSCALOOSA,84.5,40,35,56,80.8,94.93,40 [35 - 56],84.5% [80.8% - 94.93%],44,8,149,05-18-2020
11,AZ- MESA,88.56,166,151,234,83.33,110.3,166 [151 - 234],88.56% [83.33% - 110.3%],169,66,600,05-18-2020
12,AZ- PHOENIX,85.44,408,370,573,82.14,99.27,408 [370 - 573],85.44% [82.14% - 99.27%],411,162,1460,05-18-2020
14,AZ- SUN CITY,83.59,26,24,38,81.36,92.59,26 [24 - 38],83.59% [81.36% - 92.59%],29,11,102,05-18-2020
15,AZ- TUCSON,84.36,106,96,158,81.43,97.08,106 [96 - 158],84.36% [81.43% - 97.08%],110,36,431,05-18-2020
16,AR- FORT SMITH,80.0,0,0,1,80.0,80.94,0 [0 - 1],80.0% [80.0% - 80.94%],0,0,12,05-18-2020
18,AR- JONESBORO,80.46,0,0,2,80.0,81.44,0 [0 - 2],80.46% [80.0% - 81.44%],4,0,13,05-18-2020
19,AR- LITTLE ROCK,81.43,77,67,111,80.07,85.18,77 [67 - 111],81.43% [80.07% - 85.18%],82,4,299,05-18-2020
21,AR- SPRINGDALE,80.78,7,6,10,80.0,82.74,7 [6 - 10],80.78% [80.0% - 82.74%],8,0,29,05-18-2020
22,AR- TEXARKANA,80.83,7,6,10,80.0,82.76,7 [6 - 10],80.83% [80.0% - 82.76%],8,0,27,05-18-2020
23,CA- ORANGE CO.,83.07,232,205,311,80.65,89.88,232 [205 - 311],83.07% [80.65% - 89.88%],234,50,756,05-18-2020
25,CA- BAKERSFIELD,81.13,35,32,53,80.25,84.15,35 [32 - 53],81.13% [80.25% - 84.15%],40,9,150,05-18-2020
31,CA- CHICO,81.46,7,6,13,80.0,87.5,7 [6 - 13],81.46% [80.0% - 87.5%],9,0,48,05-18-2020
33,CA- CONTRA COSTA CO.,87.45,147,131,189,81.5,101.82,147 [131 - 189],87.45% [81.5% - 101.82%],149,30,437,05-18-2020
43,CA- FRESNO,81.96,42,37,62,80.22,87.45,42 [37 - 62],81.96% [80.22% - 87.45%],44,5,170,05-18-2020
56,CA- LOS ANGELES,82.72,671,594,903,80.57,88.85,671 [594 - 903],82.72% [80.57% - 88.85%],673,142,2194,05-18-2020
58,CA- MODESTO,84.59,77,69,105,80.87,95.47,77 [69 - 105],84.59% [80.87% - 95.47%],78,15,266,05-18-2020
62,CA- NAPA,84.7,21,19,31,80.69,94.43,21 [19 - 31],84.7% [80.69% - 94.43%],27,4,84,05-18-2020
65,CA- ALAMEDA CO.,86.57,217,193,279,81.39,99.03,217 [193 - 279],86.57% [81.39% - 99.03%],221,47,643,05-18-2020
69,CA- PALM SPR/RANCHO MIR.,82.14,21,19,29,80.38,86.93,21 [19 - 29],82.14% [80.38% - 86.93%],22,4,73,05-18-2020
73,CA- REDDING,81.97,17,15,28,80.37,87.76,17 [15 - 28],81.97% [80.37% - 87.76%],21,4,84,05-18-2020
77,CA- SACRAMENTO,85.76,273,241,356,81.13,97.45,273 [241 - 356],85.76% [81.13% - 97.45%],275,54,835,05-18-2020
78,CA- SALINAS,85.36,42,38,55,81.13,96.65,42 [38 - 55],85.36% [81.13% - 96.65%],42,9,132,05-18-2020
79,CA- SAN BERNARDINO,83.64,206,182,279,80.8,91.92,206 [182 - 279],83.64% [80.8% - 91.92%],210,46,689,05-18-2020
