date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,99.73,2501,2449,2566,98.18,101.54,2501 [2449 - 2566],99.73% [98.18% - 101.54%],3531,3253,3855,projected
02-06-2021,100.45,2577,2482,2703,96.79,105.22,2577 [2482 - 2703],100.45% [96.79% - 105.22%],3660,3005,4513,projected
02-13-2021,101.07,2666,2531,2851,95.05,109.27,2666 [2531 - 2851],101.07% [95.05% - 109.27%],3772,2694,5238,projected
02-20-2021,101.33,2652,2489,2902,93.82,112.01,2652 [2489 - 2902],101.33% [93.82% - 112.01%],3817,2473,5729,projected
02-27-2021,101.14,2435,2269,2722,92.92,113.36,2435 [2269 - 2722],101.14% [92.92% - 113.36%],3784,2313,5970,projected
03-06-2021,99.56,2089,1922,2385,90.54,114.52,2089 [1922 - 2385],99.56% [90.54% - 114.52%],3501,1887,6179,projected
03-13-2021,96.88,1674,1523,1965,88.04,112.88,1674 [1523 - 1965],96.88% [88.04% - 112.88%],3022,1439,5885,projected
