date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,84.3,386,367,403,83.92,84.67,386 [367 - 403],84.3% [83.92% - 84.67%],770,701,836,projected
05-22-2021,83.52,324,305,352,82.89,84.16,324 [305 - 352],83.52% [82.89% - 84.16%],630,517,744,projected
05-29-2021,82.95,314,295,368,82.01,84.18,314 [295 - 368],82.95% [82.01% - 84.18%],528,360,748,projected
06-05-2021,83.05,364,334,471,81.76,87.13,364 [334 - 471],83.05% [81.76% - 87.13%],545,315,1277,projected
06-12-2021,83.85,478,429,684,81.85,92.27,478 [429 - 684],83.85% [81.85% - 92.27%],689,331,2196,projected
06-19-2021,85.56,706,624,966,82.05,98.47,706 [624 - 966],85.56% [82.05% - 98.47%],995,367,3306,projected
06-26-2021,88.2,1027,906,1424,82.47,106.45,1027 [906 - 1424],88.2% [82.47% - 106.45%],1467,442,4734,projected
