HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.48,459,409,569,81.29,94.33,459 [409 - 569],85.48% [81.29% - 94.33%],462,109,1210,05-18-2020
2,AL- DOTHAN,82.26,24,21,37,80.3,88.43,24 [21 - 37],82.26% [80.3% - 88.43%],30,4,112,05-18-2020
5,AL- HUNTSVILLE,85.18,94,84,124,81.22,96.12,94 [84 - 124],85.18% [81.22% - 96.12%],97,23,303,05-18-2020
6,AL- MOBILE,83.98,111,100,147,81.19,92.57,111 [100 - 147],83.98% [81.19% - 92.57%],113,34,359,05-18-2020
7,AL- MONTGOMERY,84.8,71,63,95,81.16,95.72,71 [63 - 95],84.8% [81.16% - 95.72%],74,18,243,05-18-2020
9,AL- TUSCALOOSA,85.85,56,50,70,80.8,95.63,56 [50 - 70],85.85% [80.8% - 95.63%],58,8,156,05-18-2020
11,AZ- MESA,91.12,216,198,287,84.34,115.91,216 [198 - 287],91.12% [84.34% - 115.91%],220,86,711,05-18-2020
12,AZ- PHOENIX,87.07,531,484,701,82.73,102.67,531 [484 - 701],87.07% [82.73% - 102.67%],535,207,1717,05-18-2020
14,AZ- SUN CITY,84.68,35,33,47,81.73,95.06,35 [33 - 47],84.68% [81.73% - 95.06%],37,14,122,05-18-2020
15,AZ- TUCSON,86.0,147,133,210,81.9,102.94,147 [133 - 210],86.0% [81.9% - 102.94%],151,48,579,05-18-2020
16,AR- FORT SMITH,80.32,0,0,6,80.0,83.28,0 [0 - 6],80.32% [80.0% - 83.28%],4,0,42,05-18-2020
18,AR- JONESBORO,80.46,0,0,3,80.0,82.54,0 [0 - 3],80.46% [80.0% - 82.54%],4,0,23,05-18-2020
19,AR- LITTLE ROCK,81.89,105,92,143,80.16,86.36,105 [92 - 143],81.89% [80.16% - 86.36%],108,9,367,05-18-2020
21,AR- SPRINGDALE,81.56,14,13,20,80.38,85.11,14 [13 - 20],81.56% [80.38% - 85.11%],16,4,54,05-18-2020
22,AR- TEXARKANA,81.75,14,13,22,80.41,86.94,14 [13 - 22],81.75% [80.41% - 86.94%],17,4,68,05-18-2020
23,CA- ORANGE CO.,83.35,252,224,337,80.71,91.02,252 [224 - 337],83.35% [80.71% - 91.02%],256,54,843,05-18-2020
25,CA- BAKERSFIELD,81.38,49,44,72,80.25,85.56,49 [44 - 72],81.38% [80.25% - 85.56%],49,9,201,05-18-2020
31,CA- CHICO,82.18,7,6,14,80.0,89.06,7 [6 - 14],82.18% [80.0% - 89.06%],13,0,58,05-18-2020
33,CA- CONTRA COSTA CO.,86.36,124,110,156,81.3,97.17,124 [110 - 156],86.36% [81.3% - 97.17%],127,26,344,05-18-2020
43,CA- FRESNO,82.2,49,43,74,80.22,89.68,49 [43 - 74],82.2% [80.22% - 89.68%],50,5,221,05-18-2020
56,CA- LOS ANGELES,82.9,718,636,965,80.59,89.79,718 [636 - 965],82.9% [80.59% - 89.79%],720,146,2427,05-18-2020
58,CA- MODESTO,84.95,79,70,107,80.87,95.94,79 [70 - 107],84.95% [80.87% - 95.94%],85,15,274,05-18-2020
62,CA- NAPA,83.95,21,19,29,80.69,94.09,21 [19 - 29],83.95% [80.69% - 94.09%],22,4,82,05-18-2020
65,CA- ALAMEDA CO.,85.5,181,160,227,81.15,94.74,181 [160 - 227],85.5% [81.15% - 94.74%],185,39,498,05-18-2020
69,CA- PALM SPR/RANCHO MIR.,82.41,21,19,30,80.47,87.98,21 [19 - 30],82.41% [80.47% - 87.98%],25,5,84,05-18-2020
73,CA- REDDING,82.46,21,18,30,80.0,87.76,21 [18 - 30],82.46% [80.0% - 87.76%],26,0,84,05-18-2020
77,CA- SACRAMENTO,85.47,259,229,337,81.05,96.66,259 [229 - 337],85.47% [81.05% - 96.66%],261,50,797,05-18-2020
78,CA- SALINAS,85.36,42,38,54,81.13,96.14,42 [38 - 54],85.36% [81.13% - 96.14%],42,9,128,05-18-2020
79,CA- SAN BERNARDINO,84.12,236,209,318,80.83,93.8,236 [209 - 318],84.12% [80.83% - 93.8%],238,48,798,05-18-2020
80,CA- SAN DIEGO,84.5,313,277,415,80.85,94.65,313 [277 - 415],84.5% [80.85% - 94.65%],316,60,1030,05-18-2020
81,CA- SAN FRANCISCO,83.27,164,145,205,80.65,88.67,164 [145 - 205],83.27% [80.65% - 88.67%],165,33,440,05-18-2020
82,CA- SAN JOSE,86.6,195,173,244,81.39,97.45,195 [173 - 244],86.6% [81.39% - 97.45%],199,42,528,05-18-2020
83,CA- SAN LUIS OBISPO,84.05,14,13,21,80.88,95.13,14 [13 - 21],84.05% [80.88% - 95.13%],18,4,69,05-18-2020
85,CA- SAN MATEO CO.,83.62,96,86,120,80.82,89.53,96 [86 - 120],83.62% [80.82% - 89.53%],97,22,257,05-18-2020
86,CA- SANTA BARBARA,83.21,28,25,40,80.52,91.8,28 [25 - 40],83.21% [80.52% - 91.8%],31,5,114,05-18-2020
87,CA- SANTA CRUZ,88.71,28,25,37,81.39,104.51,28 [25 - 37],88.71% [81.39% - 104.51%],31,5,88,05-18-2020
89,CA- SANTA ROSA,82.94,49,44,65,80.48,88.38,49 [44 - 65],82.94% [80.48% - 88.38%],54,9,156,05-18-2020
91,CA- STOCKTON,86.11,63,56,82,81.13,98.25,63 [56 - 82],86.11% [81.13% - 98.25%],64,12,194,05-18-2020
96,CA- VENTURA,83.96,56,50,79,80.64,93.6,56 [50 - 79],83.96% [80.64% - 93.6%],62,10,214,05-18-2020
101,CO- BOULDER,87.82,35,32,46,82.95,103.16,35 [32 - 46],87.82% [82.95% - 103.16%],37,14,110,05-18-2020
102,CO- COLORADO SPRINGS,87.23,70,64,99,82.32,105.99,70 [64 - 99],87.23% [82.32% - 105.99%],74,24,269,05-18-2020
103,CO- DENVER,87.18,340,308,439,82.49,101.08,340 [308 - 439],87.18% [82.49% - 101.08%],343,119,1007,05-18-2020
104,CO- FORT COLLINS,84.89,28,26,37,81.88,93.93,28 [26 - 37],84.89% [81.88% - 93.93%],31,12,89,05-18-2020
105,CO- GRAND JUNCTION,84.19,30,26,40,80.51,92.5,30 [26 - 40],84.19% [80.51% - 92.5%],33,4,99,05-18-2020
106,CO- GREELEY,85.43,40,36,52,81.54,96.09,40 [36 - 52],85.43% [81.54% - 96.09%],42,12,125,05-18-2020
107,CO- PUEBLO,81.24,7,7,13,80.5,86.14,7 [7 - 13],81.24% [80.5% - 86.14%],9,4,49,05-18-2020
109,CT- BRIDGEPORT,84.32,67,60,83,81.59,90.21,67 [60 - 83],84.32% [81.59% - 90.21%],73,27,173,05-18-2020
110,CT- HARTFORD,84.88,158,141,195,81.14,92.53,158 [141 - 195],84.88% [81.14% - 92.53%],158,37,408,05-18-2020
111,CT- NEW HAVEN,83.64,137,122,177,81.12,90.54,137 [122 - 177],83.64% [81.12% - 90.54%],140,43,406,05-18-2020
112,DE- WILMINGTON,84.08,70,65,85,81.72,89.34,70 [65 - 85],84.08% [81.72% - 89.34%],76,32,174,05-18-2020
113,DC- WASHINGTON,99.0,1036,962,1211,89.42,120.97,1036 [962 - 1211],99.0% [89.42% - 120.97%],1042,517,2249,05-18-2020
115,FL- BRADENTON,84.34,28,26,36,81.13,92.27,28 [26 - 36],84.34% [81.13% - 92.27%],30,8,87,05-18-2020
116,FL- CLEARWATER,82.97,43,38,55,80.61,88.0,43 [38 - 55],82.97% [80.61% - 88.0%],48,10,131,05-18-2020
