HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.29,444,395,557,81.29,94.55,444 [395 - 557],85.29% [81.29% - 94.55%],447,109,1229,05-18-2020
2,AL- DOTHAN,81.91,21,19,33,80.3,87.45,21 [19 - 33],81.91% [80.3% - 87.45%],25,4,99,05-18-2020
5,AL- HUNTSVILLE,84.81,85,76,113,81.22,94.89,85 [76 - 113],84.81% [81.22% - 94.89%],90,23,280,05-18-2020
6,AL- MOBILE,83.7,101,91,135,81.19,91.55,101 [91 - 135],83.7% [81.19% - 91.55%],105,34,330,05-18-2020
7,AL- MONTGOMERY,84.76,70,63,94,81.16,95.27,70 [63 - 94],84.76% [81.16% - 95.27%],73,18,236,05-18-2020
9,AL- TUSCALOOSA,85.67,53,47,68,80.8,95.73,53 [47 - 68],85.67% [80.8% - 95.73%],56,8,157,05-18-2020
11,AZ- MESA,90.72,208,191,278,84.29,114.9,208 [191 - 278],90.72% [84.29% - 114.9%],212,85,691,05-18-2020
12,AZ- PHOENIX,86.82,514,469,682,82.72,102.06,514 [469 - 682],86.82% [82.72% - 102.06%],516,206,1671,05-18-2020
14,AZ- SUN CITY,84.5,35,33,47,81.73,94.69,35 [33 - 47],84.5% [81.73% - 94.69%],36,14,119,05-18-2020
15,AZ- TUCSON,85.68,140,127,200,81.82,101.47,140 [127 - 200],85.68% [81.82% - 101.47%],143,46,542,05-18-2020
16,AR- FORT SMITH,80.32,0,0,6,80.0,83.04,0 [0 - 6],80.32% [80.0% - 83.04%],4,0,39,05-18-2020
18,AR- JONESBORO,80.46,0,0,3,80.0,82.43,0 [0 - 3],80.46% [80.0% - 82.43%],4,0,22,05-18-2020
19,AR- LITTLE ROCK,81.94,106,93,144,80.24,86.41,106 [93 - 144],81.94% [80.24% - 86.41%],111,14,370,05-18-2020
21,AR- SPRINGDALE,81.56,14,13,19,80.38,84.73,14 [13 - 19],81.56% [80.38% - 84.73%],16,4,50,05-18-2020
22,AR- TEXARKANA,81.75,14,13,21,80.41,86.02,14 [13 - 21],81.75% [80.41% - 86.02%],17,4,59,05-18-2020
23,CA- ORANGE CO.,83.35,252,224,335,80.75,90.74,252 [224 - 335],83.35% [80.75% - 90.74%],256,57,822,05-18-2020
25,CA- BAKERSFIELD,81.38,49,44,69,80.25,85.12,49 [44 - 69],81.38% [80.25% - 85.12%],49,9,185,05-18-2020
31,CA- CHICO,82.18,7,6,14,80.0,88.75,7 [6 - 14],82.18% [80.0% - 88.75%],13,0,56,05-18-2020
33,CA- CONTRA COSTA CO.,86.86,134,119,169,81.45,98.72,134 [119 - 169],86.86% [81.45% - 98.72%],137,29,375,05-18-2020
43,CA- FRESNO,82.2,49,43,72,80.22,89.02,49 [43 - 72],82.2% [80.22% - 89.02%],50,5,206,05-18-2020
56,CA- LOS ANGELES,82.93,721,640,960,80.63,89.55,721 [640 - 960],82.93% [80.63% - 89.55%],726,156,2369,05-18-2020
58,CA- MODESTO,85.16,84,75,111,80.87,95.94,84 [75 - 111],85.16% [80.87% - 95.94%],88,15,274,05-18-2020
62,CA- NAPA,83.95,21,19,30,80.69,94.43,21 [19 - 30],83.95% [80.69% - 94.43%],22,4,84,05-18-2020
65,CA- ALAMEDA CO.,86.01,200,177,250,81.3,96.13,200 [177 - 250],86.01% [81.3% - 96.13%],203,44,545,05-18-2020
69,CA- PALM SPR/RANCHO MIR.,82.36,21,19,29,80.47,87.79,21 [19 - 29],82.36% [80.47% - 87.79%],24,5,82,05-18-2020
73,CA- REDDING,82.46,21,19,29,80.37,87.58,21 [19 - 29],82.46% [80.37% - 87.58%],26,4,82,05-18-2020
77,CA- SACRAMENTO,85.73,271,240,350,81.17,97.08,271 [240 - 350],85.73% [81.17% - 97.08%],273,56,817,05-18-2020
78,CA- SALINAS,85.36,42,38,54,81.13,96.52,42 [38 - 54],85.36% [81.13% - 96.52%],42,9,131,05-18-2020
79,CA- SAN BERNARDINO,84.03,231,206,310,80.92,93.32,231 [206 - 310],84.03% [80.92% - 93.32%],233,53,770,05-18-2020
80,CA- SAN DIEGO,84.59,320,284,422,80.95,94.63,320 [284 - 422],84.59% [80.95% - 94.63%],323,67,1029,05-18-2020
81,CA- SAN FRANCISCO,83.49,175,155,220,80.75,89.48,175 [155 - 220],83.49% [80.75% - 89.48%],177,38,481,05-18-2020
82,CA- SAN JOSE,87.21,214,190,268,81.59,99.23,214 [190 - 268],87.21% [81.59% - 99.23%],218,48,582,05-18-2020
83,CA- SAN LUIS OBISPO,84.05,14,13,21,80.88,95.13,14 [13 - 21],84.05% [80.88% - 95.13%],18,4,69,05-18-2020
85,CA- SAN MATEO CO.,83.98,102,91,129,80.85,90.53,102 [91 - 129],83.98% [80.85% - 90.53%],107,23,284,05-18-2020
86,CA- SANTA BARBARA,83.21,28,25,40,80.52,91.7,28 [25 - 40],83.21% [80.52% - 91.7%],31,5,113,05-18-2020
87,CA- SANTA CRUZ,88.9,29,25,38,81.39,106.18,29 [25 - 38],88.9% [81.39% - 106.18%],31,5,94,05-18-2020
89,CA- SANTA ROSA,83.16,55,49,71,80.64,88.97,55 [49 - 71],83.16% [80.64% - 88.97%],58,12,167,05-18-2020
91,CA- STOCKTON,86.49,63,56,83,81.13,99.0,63 [56 - 83],86.49% [81.13% - 99.0%],68,12,202,05-18-2020
96,CA- VENTURA,83.96,56,50,78,80.95,93.29,56 [50 - 78],83.96% [80.95% - 93.29%],62,15,209,05-18-2020
101,CO- BOULDER,88.69,35,33,47,83.16,104.84,35 [33 - 47],88.69% [83.16% - 104.84%],41,15,118,05-18-2020
102,CO- COLORADO SPRINGS,87.85,79,71,108,82.32,106.57,79 [71 - 108],87.85% [82.32% - 106.57%],81,24,275,05-18-2020
103,CO- DENVER,87.69,364,330,470,82.57,102.75,364 [330 - 470],87.69% [82.57% - 102.75%],367,123,1087,05-18-2020
104,CO- FORT COLLINS,85.05,28,26,37,81.88,94.87,28 [26 - 37],85.05% [81.88% - 94.87%],32,12,95,05-18-2020
105,CO- GRAND JUNCTION,84.99,35,32,46,81.14,94.14,35 [32 - 46],84.99% [81.14% - 94.14%],39,9,112,05-18-2020
106,CO- GREELEY,85.55,42,38,55,81.8,97.12,42 [38 - 55],85.55% [81.8% - 97.12%],43,14,133,05-18-2020
