date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,84.68,970,918,1041,83.34,86.69,970 [918 - 1041],84.68% [83.34% - 86.69%],837,597,1197,projected
04-17-2021,84.99,1050,984,1161,83.11,88.29,1050 [984 - 1161],84.99% [83.11% - 88.29%],894,557,1483,projected
04-24-2021,85.24,1089,1014,1256,82.89,90.17,1089 [1014 - 1256],85.24% [82.89% - 90.17%],937,517,1820,projected
05-01-2021,85.56,1156,1066,1371,82.78,92.19,1156 [1066 - 1371],85.56% [82.78% - 92.19%],996,498,2181,projected
05-08-2021,86.02,1253,1142,1529,82.6,94.44,1253 [1142 - 1529],86.02% [82.6% - 94.44%],1078,466,2585,projected
05-15-2021,86.52,1360,1226,1721,82.41,97.53,1360 [1226 - 1721],86.52% [82.41% - 97.53%],1167,432,3138,projected
05-22-2021,87.55,1557,1388,2035,82.36,101.96,1557 [1388 - 2035],87.55% [82.36% - 101.96%],1352,422,3930,projected
