date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
08-30-2020,98,94,103
08-31-2020,97,96,103
09-01-2020,97,92,99
09-02-2020,100,93,103
09-03-2020,98,93,103
09-04-2020,97,94,103
09-05-2020,118,113,120
09-06-2020,118,116,122
09-07-2020,119,118,121
09-08-2020,109,109,111
09-09-2020,101,101,106
09-10-2020,107,105,108
09-11-2020,114,109,114
09-12-2020,100,97,100
09-13-2020,92,89,96
09-14-2020,91,88,95
09-15-2020,89,86,92
09-16-2020,90,87,95
09-17-2020,90,82,95
09-18-2020,90,83,95
09-19-2020,87,78,91
09-20-2020,93,83,96
09-21-2020,91,84,96
09-22-2020,91,85,94
09-23-2020,92,86,100
09-24-2020,87,86,96
09-25-2020,91,89,100
09-26-2020,93,88,101
09-27-2020,98,92,103
09-28-2020,97,91,102
09-29-2020,100,94,104
09-30-2020,98,93,104
10-01-2020,100,94,105
10-02-2020,103,95,106
10-03-2020,105,100,108
10-04-2020,99,95,105
10-05-2020,97,91,105
10-06-2020,103,95,109
10-07-2020,107,98,114
10-08-2020,107,101,118
10-09-2020,110,101,125
10-10-2020,115,102,130
10-11-2020,123,102,154
10-12-2020,125,105,159
10-13-2020,130,106,171
10-14-2020,135,108,179
10-15-2020,154,112,194
10-16-2020,157,113,207
10-17-2020,165,116,221
10-18-2020,169,115,236
10-19-2020,179,139,254
10-20-2020,184,137,270
10-21-2020,187,137,286
10-22-2020,191,138,299
10-23-2020,191,139,311
10-24-2020,194,141,318
