date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,90.05,2501,2449,2566,88.95,91.33,2501 [2449 - 2566],90.05% [88.95% - 91.33%],1799,1602,2027,projected
02-06-2021,90.32,2577,2482,2703,88.07,93.33,2577 [2482 - 2703],90.32% [88.07% - 93.33%],1847,1444,2386,projected
02-13-2021,90.67,2666,2531,2851,87.25,95.33,2666 [2531 - 2851],90.67% [87.25% - 95.33%],1909,1297,2744,projected
02-20-2021,90.72,2652,2489,2902,86.87,96.17,2652 [2489 - 2902],90.72% [86.87% - 96.17%],1919,1230,2894,projected
02-27-2021,90.43,2435,2269,2722,86.06,97.18,2435 [2269 - 2722],90.43% [86.06% - 97.18%],1866,1085,3074,projected
03-06-2021,89.39,2089,1922,2385,84.83,97.18,2089 [1922 - 2385],89.39% [84.83% - 97.18%],1681,865,3075,projected
03-13-2021,87.87,1674,1523,1965,83.56,95.95,1674 [1523 - 1965],87.87% [83.56% - 95.95%],1409,638,2855,projected
