date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,80.49,264,249,280,80.37,80.63,264 [249 - 280],80.49% [80.37% - 80.63%],88,66,112,projected
05-29-2021,80.38,209,194,224,80.25,80.5,209 [194 - 224],80.38% [80.25% - 80.5%],68,45,89,projected
06-05-2021,80.3,185,169,200,80.13,80.43,185 [169 - 200],80.3% [80.13% - 80.43%],54,24,77,projected
06-12-2021,80.26,138,123,158,80.11,80.41,138 [123 - 158],80.26% [80.11% - 80.41%],46,19,74,projected
06-19-2021,80.18,109,95,129,80.05,80.37,109 [95 - 129],80.18% [80.05% - 80.37%],33,9,66,projected
06-26-2021,80.16,74,62,93,80.02,80.32,74 [62 - 93],80.16% [80.02% - 80.32%],28,4,58,projected
07-03-2021,80.09,45,39,64,80.02,80.27,45 [39 - 64],80.09% [80.02% - 80.27%],16,4,49,projected
