date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,81.06,264,248,280,80.8,81.26,264 [248 - 280],81.06% [80.8% - 81.26%],190,144,226,projected
05-29-2021,80.77,210,195,225,80.53,81.01,210 [195 - 225],80.77% [80.53% - 81.01%],137,94,180,projected
06-05-2021,80.62,186,170,202,80.34,80.9,186 [170 - 202],80.62% [80.34% - 80.9%],111,61,161,projected
06-12-2021,80.54,148,132,168,80.25,80.86,148 [132 - 168],80.54% [80.25% - 80.86%],97,45,154,projected
06-19-2021,80.46,124,109,149,80.13,80.81,124 [109 - 149],80.46% [80.13% - 80.81%],83,24,145,projected
06-26-2021,80.42,112,99,138,80.07,80.86,112 [99 - 138],80.42% [80.07% - 80.86%],75,13,154,projected
07-03-2021,80.37,103,91,131,80.08,80.91,103 [91 - 131],80.37% [80.08% - 80.91%],67,15,162,projected
