HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,89,4377,4369,4377,01-22-2020
2,AL- DOTHAN,83,198,197,198,01-22-2020
5,AL- HUNTSVILLE,87,784,784,784,01-22-2020
6,AL- MOBILE,88,1388,1385,1388,01-22-2020
7,AL- MONTGOMERY,86,557,554,557,01-22-2020
9,AL- TUSCALOOSA,87,407,406,407,01-22-2020
11,AZ- MESA,102,2605,2602,2605,01-22-2020
12,AZ- PHOENIX,93,6097,6088,6097,01-22-2020
14,AZ- SUN CITY,89,444,444,444,01-22-2020
15,AZ- TUCSON,88,1249,1248,1249,01-22-2020
16,AR- FORT SMITH,80,37,37,37,01-22-2020
18,AR- JONESBORO,81,44,44,44,01-22-2020
19,AR- LITTLE ROCK,84,1504,1503,1504,01-22-2020
21,AR- SPRINGDALE,82,146,146,146,01-22-2020
22,AR- TEXARKANA,81,58,58,58,01-22-2020
23,CA- ORANGE CO.,94,6497,6488,6498,01-22-2020
25,CA- BAKERSFIELD,85,1146,1145,1146,01-22-2020
31,CA- CHICO,90,370,369,370,01-22-2020
33,CA- CONTRA COSTA CO.,117,4594,4587,4594,01-22-2020
43,CA- FRESNO,89,1274,1271,1274,01-22-2020
56,CA- LOS ANGELES,92,18946,18917,18946,01-22-2020
58,CA- MODESTO,104,2495,2490,2495,01-22-2020
62,CA- NAPA,102,793,793,793,01-22-2020
65,CA- ALAMEDA CO.,113,6884,6876,6885,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,89,611,611,612,01-22-2020
73,CA- REDDING,90,674,673,674,01-22-2020
77,CA- SACRAMENTO,106,7431,7422,7431,01-22-2020
78,CA- SALINAS,107,1299,1299,1299,01-22-2020
79,CA- SAN BERNARDINO,97,5779,5771,5780,01-22-2020
80,CA- SAN DIEGO,99,8086,8074,8086,01-22-2020
81,CA- SAN FRANCISCO,99,6045,6039,6047,01-22-2020
82,CA- SAN JOSE,121,7703,7693,7704,01-22-2020
83,CA- SAN LUIS OBISPO,99,533,532,533,01-22-2020
85,CA- SAN MATEO CO.,102,3725,3719,3725,01-22-2020
86,CA- SANTA BARBARA,94,806,805,806,01-22-2020
