HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,85,2734,2728,2736,01-22-2020
2,AL- DOTHAN,80,57,57,57,01-22-2020
5,AL- HUNTSVILLE,84,462,462,462,01-22-2020
6,AL- MOBILE,85,811,811,811,01-22-2020
7,AL- MONTGOMERY,83,350,350,350,01-22-2020
9,AL- TUSCALOOSA,84,234,234,234,01-22-2020
11,AZ- MESA,94,1679,1677,1679,01-22-2020
12,AZ- PHOENIX,88,3913,3907,3913,01-22-2020
14,AZ- SUN CITY,86,284,284,284,01-22-2020
15,AZ- TUCSON,85,796,794,796,01-22-2020
16,AR- FORT SMITH,80,15,15,15,01-22-2020
18,AR- JONESBORO,80,21,21,21,01-22-2020
19,AR- LITTLE ROCK,82,947,945,947,01-22-2020
21,AR- SPRINGDALE,81,75,75,75,01-22-2020
22,AR- TEXARKANA,80,32,32,32,01-22-2020
23,CA- ORANGE CO.,89,4229,4225,4230,01-22-2020
25,CA- BAKERSFIELD,83,701,701,701,01-22-2020
31,CA- CHICO,85,205,204,205,01-22-2020
33,CA- CONTRA COSTA CO.,106,3261,3257,3261,01-22-2020
43,CA- FRESNO,86,782,782,782,01-22-2020
56,CA- LOS ANGELES,88,12386,12369,12386,01-22-2020
58,CA- MODESTO,96,1610,1608,1610,01-22-2020
62,CA- NAPA,95,532,532,532,01-22-2020
65,CA- ALAMEDA CO.,104,4935,4930,4936,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,86,390,390,391,01-22-2020
73,CA- REDDING,86,438,438,438,01-22-2020
77,CA- SACRAMENTO,97,4951,4945,4951,01-22-2020
78,CA- SALINAS,98,867,867,867,01-22-2020
79,CA- SAN BERNARDINO,90,3687,3683,3689,01-22-2020
80,CA- SAN DIEGO,92,5336,5330,5336,01-22-2020
81,CA- SAN FRANCISCO,94,4335,4331,4335,01-22-2020
82,CA- SAN JOSE,110,5620,5613,5623,01-22-2020
83,CA- SAN LUIS OBISPO,92,352,351,352,01-22-2020
85,CA- SAN MATEO CO.,96,2704,2702,2704,01-22-2020
86,CA- SANTA BARBARA,89,520,519,520,01-22-2020
87,CA- SANTA CRUZ,114,759,759,760,01-22-2020
89,CA- SANTA ROSA,91,1270,1268,1270,01-22-2020
91,CA- STOCKTON,102,1392,1391,1392,01-22-2020
96,CA- VENTURA,91,1066,1065,1066,01-22-2020
101,CO- BOULDER,98,527,527,527,01-22-2020
102,CO- COLORADO SPRINGS,95,952,952,953,01-22-2020
103,CO- DENVER,97,5046,5039,5047,01-22-2020
104,CO- FORT COLLINS,91,434,434,435,01-22-2020
105,CO- GRAND JUNCTION,95,757,757,757,01-22-2020
106,CO- GREELEY,91,528,528,528,01-22-2020
107,CO- PUEBLO,82,115,115,115,01-22-2020
110,CT- HARTFORD,96,3120,3115,3121,01-22-2020
111,CT- NEW HAVEN,101,5083,5080,5083,01-22-2020
112,DE- WILMINGTON,91,1193,1192,1193,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,88,359,359,359,01-22-2020
116,FL- CLEARWATER,85,519,518,519,01-22-2020
118,FL- FORT LAUDERDALE,88,4475,4469,4475,01-22-2020
119,FL- FORT MYERS,87,1601,1599,1601,01-22-2020
120,FL- GAINESVILLE,84,524,524,524,01-22-2020
122,FL- HUDSON,85,413,413,413,01-22-2020
123,FL- JACKSONVILLE,84,1382,1382,1382,01-22-2020
124,FL- LAKELAND,86,390,390,390,01-22-2020
127,FL- MIAMI,88,5490,5483,5491,01-22-2020
129,FL- OCALA,85,474,472,474,01-22-2020
130,FL- ORLANDO,85,3572,3565,3573,01-22-2020
131,FL- ORMOND BEACH,83,385,385,385,01-22-2020
133,FL- PANAMA CITY,81,61,61,61,01-22-2020
134,FL- PENSACOLA,83,518,518,518,01-22-2020
137,FL- SARASOTA,85,475,474,475,01-22-2020
139,FL- ST PETERSBURG,84,421,421,421,01-22-2020
140,FL- TALLAHASSEE,84,586,584,586,01-22-2020
141,FL- TAMPA,86,1543,1543,1543,01-22-2020
142,GA- ALBANY,93,884,882,884,01-22-2020
144,GA- ATLANTA,101,14972,14950,14977,01-22-2020
145,GA- AUGUSTA,83,462,462,462,01-22-2020
146,GA- COLUMBUS,86,463,463,463,01-22-2020
147,GA- MACON,86,683,681,683,01-22-2020
148,GA- ROME,97,789,789,789,01-22-2020
149,GA- SAVANNAH,85,611,611,611,01-22-2020
154,IL- AURORA,99,611,611,612,01-22-2020
155,IL- BLUE ISLAND,89,1449,1448,1450,01-22-2020
156,IL- CHICAGO,89,4845,4839,4846,01-22-2020
158,IL- ELGIN,102,1416,1415,1416,01-22-2020
161,IL- EVANSTON,93,1932,1930,1933,01-22-2020
163,IL- HINSDALE,94,923,922,924,01-22-2020
164,IL- JOLIET,96,1275,1274,1276,01-22-2020
166,IL- MELROSE PARK,93,2552,2549,2553,01-22-2020
170,IL- PEORIA,82,297,297,297,01-22-2020
171,IL- ROCKFORD,89,894,893,894,01-22-2020
172,IL- SPRINGFIELD,81,171,171,171,01-22-2020
173,IL- URBANA,82,142,142,142,01-22-2020
175,IL- BLOOMINGTON,88,141,141,141,01-22-2020
179,IN- EVANSVILLE,80,9,7,9,01-22-2020
180,IN- FORT WAYNE,80,1,1,1,01-22-2020
181,IN- GARY,80,27,27,27,01-22-2020
183,IN- INDIANAPOLIS,80,71,71,71,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,01-22-2020
185,IN- MUNCIE,80,3,3,3,01-22-2020
186,IN- MUNSTER,81,135,135,135,01-22-2020
187,IN- SOUTH BEND,80,53,53,53,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,01-22-2020
191,IA- DAVENPORT,81,199,199,199,01-22-2020
192,IA- DES MOINES,83,550,550,550,01-22-2020
193,IA- DUBUQUE,84,136,136,136,01-22-2020
194,IA- IOWA CITY,83,409,409,409,01-22-2020
195,IA- MASON CITY,80,0,0,0,01-22-2020
196,IA- SIOUX CITY,81,64,64,64,01-22-2020
197,IA- WATERLOO,82,71,71,71,01-22-2020
200,KS- TOPEKA,83,293,293,293,01-22-2020
201,KS- WICHITA,81,432,432,432,01-22-2020
203,KY- COVINGTON,90,675,675,675,01-22-2020
204,KY- LEXINGTON,88,2508,2505,2508,01-22-2020
205,KY- LOUISVILLE,88,2474,2462,2474,01-22-2020
207,KY- OWENSBORO,84,161,161,161,01-22-2020
208,KY- PADUCAH,80,8,8,8,01-22-2020
209,LA- ALEXANDRIA,82,117,116,117,01-22-2020
210,LA- BATON ROUGE,92,1733,1730,1734,01-22-2020
212,LA- HOUMA,93,555,555,555,01-22-2020
213,LA- LAFAYETTE,83,475,474,475,01-22-2020
214,LA- LAKE CHARLES,82,95,94,95,01-22-2020
216,LA- METAIRIE,108,1765,1765,1765,01-22-2020
217,LA- MONROE,80,51,51,51,01-22-2020
218,LA- NEW ORLEANS,98,2799,2797,2800,01-22-2020
219,LA- SHREVEPORT,82,432,431,432,01-22-2020
221,ME- BANGOR,81,97,97,97,01-22-2020
222,ME- PORTLAND,86,970,969,970,01-22-2020
223,MD- BALTIMORE,96,6335,6323,6337,01-22-2020
225,MD- SALISBURY,91,608,608,608,01-22-2020
226,MD- TAKOMA PARK,116,2731,2730,2731,01-22-2020
227,MA- BOSTON,95,9844,9831,9844,01-22-2020
230,MA- SPRINGFIELD,91,1107,1106,1107,01-22-2020
231,MA- WORCESTER,95,1538,1536,1538,01-22-2020
232,MI- ANN ARBOR,92,2520,2518,2520,01-22-2020
233,MI- DEARBORN,90,1030,1029,1030,01-22-2020
234,MI- DETROIT,92,3398,3395,3399,01-22-2020
235,MI- FLINT,89,760,760,760,01-22-2020
238,MI- KALAMAZOO,83,280,280,280,01-22-2020
239,MI- LANSING,86,559,559,559,01-22-2020
240,MI- MARQUETTE,80,0,0,0,01-22-2020
242,MI- MUSKEGON,82,84,84,84,01-22-2020
243,MI- PETOSKEY,81,13,13,13,01-22-2020
244,MI- PONTIAC,92,891,890,891,01-22-2020
245,MI- ROYAL OAK,89,1494,1493,1495,01-22-2020
246,MI- SAGINAW,82,295,295,295,01-22-2020
248,MI- ST JOSEPH,84,89,89,89,01-22-2020
249,MI- TRAVERSE CITY,81,42,42,42,01-22-2020
250,MN- DULUTH,80,31,31,31,01-22-2020
251,MN- MINNEAPOLIS,84,2207,2204,2207,01-22-2020
253,MN- ROCHESTER,82,331,331,331,01-22-2020
254,MN- ST CLOUD,83,148,148,148,01-22-2020
256,MN- ST PAUL,86,860,858,860,01-22-2020
257,MS- GULFPORT,96,769,767,769,01-22-2020
258,MS- HATTIESBURG,91,718,718,718,01-22-2020
259,MS- JACKSON,89,2400,2394,2400,01-22-2020
261,MS- OXFORD,86,225,225,225,01-22-2020
262,MS- TUPELO,86,511,507,511,01-22-2020
263,MO- CAPE GIRARDEAU,80,1,1,1,01-22-2020
264,MO- COLUMBIA,81,173,173,173,01-22-2020
267,MO- JOPLIN,80,32,32,32,01-22-2020
268,MO- KANSAS CITY,86,2783,2773,2783,01-22-2020
270,MO- SPRINGFIELD,81,202,202,202,01-22-2020
273,MO- ST LOUIS,82,1527,1525,1527,01-22-2020
274,MT- BILLINGS,82,374,373,374,01-22-2020
275,MT- GREAT FALLS,80,37,37,37,01-22-2020
276,MT- MISSOULA,83,216,216,216,01-22-2020
277,NE- LINCOLN,88,912,910,912,01-22-2020
278,NE- OMAHA,92,4182,4173,4182,01-22-2020
279,NV- LAS VEGAS,95,3662,3657,3662,01-22-2020
280,NV- RENO,88,872,871,873,01-22-2020
281,NH- LEBANON,86,374,374,374,01-22-2020
282,NH- MANCHESTER,86,738,738,738,01-22-2020
283,NJ- CAMDEN,95,7423,7419,7423,01-22-2020
284,NJ- HACKENSACK,109,6921,6916,6923,01-22-2020
285,NJ- MORRISTOWN,118,4587,4582,4588,01-22-2020
288,NJ- NEW BRUNSWICK,105,4322,4319,4322,01-22-2020
289,NJ- NEWARK,103,7012,7006,7012,01-22-2020
291,NJ- PATERSON,104,1802,1801,1803,01-22-2020
293,NM- ALBUQUERQUE,86,1372,1372,1373,01-22-2020
295,NY- ALBANY,116,11077,11066,11077,01-22-2020
296,NY- BINGHAMTON,95,835,834,835,01-22-2020
297,NY- BRONX,137,13377,13366,13377,01-22-2020
299,NY- BUFFALO,91,2405,2401,2407,01-22-2020
300,NY- ELMIRA,89,595,595,595,01-22-2020
301,NY- EAST LONG ISLAND,144,45202,45166,45206,01-22-2020
304,NY- ROCHESTER,96,2856,2853,2856,01-22-2020
307,NY- SYRACUSE,90,1695,1692,1695,01-22-2020
308,NY- WHITE PLAINS,132,10025,10014,10025,01-22-2020
309,NC- ASHEVILLE,81,126,126,126,01-22-2020
311,NC- CHARLOTTE,86,2073,2072,2073,01-22-2020
312,NC- DURHAM,83,886,883,886,01-22-2020
313,NC- GREENSBORO,83,386,386,386,01-22-2020
314,NC- GREENVILLE,81,264,264,264,01-22-2020
315,NC- HICKORY,83,142,142,142,01-22-2020
318,NC- RALEIGH,86,1710,1708,1710,01-22-2020
319,NC- WILMINGTON,83,204,204,204,01-22-2020
