HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,83,1668,1659,1668,01-22-2020
2,AL- DOTHAN,80,6,6,6,01-22-2020
5,AL- HUNTSVILLE,82,246,246,246,01-22-2020
6,AL- MOBILE,82,467,466,467,01-22-2020
7,AL- MONTGOMERY,82,209,209,209,01-22-2020
9,AL- TUSCALOOSA,82,146,146,146,01-22-2020
11,AZ- MESA,89,1020,1019,1020,01-22-2020
12,AZ- PHOENIX,85,2371,2369,2371,01-22-2020
14,AZ- SUN CITY,83,171,171,171,01-22-2020
15,AZ- TUCSON,83,431,430,431,01-22-2020
16,AR- FORT SMITH,80,0,0,0,01-22-2020
18,AR- JONESBORO,80,9,9,9,01-22-2020
19,AR- LITTLE ROCK,81,542,540,542,01-22-2020
21,AR- SPRINGDALE,80,49,49,49,01-22-2020
22,AR- TEXARKANA,80,1,1,1,01-22-2020
23,CA- ORANGE CO.,86,2594,2590,2594,01-22-2020
25,CA- BAKERSFIELD,82,416,416,416,01-22-2020
31,CA- CHICO,83,104,104,104,01-22-2020
33,CA- CONTRA COSTA CO.,99,2151,2148,2151,01-22-2020
43,CA- FRESNO,83,466,465,466,01-22-2020
56,CA- LOS ANGELES,85,7632,7623,7632,01-22-2020
58,CA- MODESTO,90,967,967,967,01-22-2020
62,CA- NAPA,90,332,332,332,01-22-2020
65,CA- ALAMEDA CO.,97,3287,3282,3287,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,84,234,234,234,01-22-2020
73,CA- REDDING,84,263,263,263,01-22-2020
77,CA- SACRAMENTO,91,3069,3065,3069,01-22-2020
78,CA- SALINAS,92,531,531,531,01-22-2020
79,CA- SAN BERNARDINO,87,2212,2210,2213,01-22-2020
80,CA- SAN DIEGO,88,3313,3309,3313,01-22-2020
81,CA- SAN FRANCISCO,90,2893,2888,2893,01-22-2020
82,CA- SAN JOSE,102,3816,3811,3818,01-22-2020
83,CA- SAN LUIS OBISPO,88,220,220,220,01-22-2020
85,CA- SAN MATEO CO.,91,1828,1827,1828,01-22-2020
86,CA- SANTA BARBARA,86,316,316,316,01-22-2020
87,CA- SANTA CRUZ,104,494,494,494,01-22-2020
89,CA- SANTA ROSA,87,804,803,804,01-22-2020
91,CA- STOCKTON,94,878,877,878,01-22-2020
96,CA- VENTURA,87,652,652,652,01-22-2020
101,CO- BOULDER,92,330,330,330,01-22-2020
102,CO- COLORADO SPRINGS,90,569,569,570,01-22-2020
103,CO- DENVER,92,3184,3182,3185,01-22-2020
104,CO- FORT COLLINS,87,260,260,261,01-22-2020
105,CO- GRAND JUNCTION,91,527,527,527,01-22-2020
