HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,1044,1042,1044,01-22-2020
2,AL- DOTHAN,80,0,0,0,01-22-2020
5,AL- HUNTSVILLE,80,126,126,126,01-22-2020
6,AL- MOBILE,81,233,233,233,01-22-2020
7,AL- MONTGOMERY,80,64,64,64,01-22-2020
9,AL- TUSCALOOSA,81,77,77,77,01-22-2020
11,AZ- MESA,84,666,665,666,01-22-2020
12,AZ- PHOENIX,82,1513,1512,1513,01-22-2020
14,AZ- SUN CITY,81,111,111,111,01-22-2020
15,AZ- TUCSON,81,252,252,252,01-22-2020
16,AR- FORT SMITH,80,0,0,0,01-22-2020
18,AR- JONESBORO,80,0,0,0,01-22-2020
19,AR- LITTLE ROCK,80,350,350,350,01-22-2020
21,AR- SPRINGDALE,80,33,33,33,01-22-2020
22,AR- TEXARKANA,80,0,0,0,01-22-2020
23,CA- ORANGE CO.,83,1742,1741,1742,01-22-2020
25,CA- BAKERSFIELD,81,251,251,251,01-22-2020
31,CA- CHICO,80,35,35,35,01-22-2020
33,CA- CONTRA COSTA CO.,91,1624,1624,1624,01-22-2020
43,CA- FRESNO,81,308,308,308,01-22-2020
56,CA- LOS ANGELES,83,5209,5204,5209,01-22-2020
58,CA- MODESTO,85,655,655,655,01-22-2020
62,CA- NAPA,85,238,238,238,01-22-2020
65,CA- ALAMEDA CO.,90,2517,2514,2517,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,82,149,149,149,01-22-2020
73,CA- REDDING,82,168,168,168,01-22-2020
77,CA- SACRAMENTO,86,2107,2105,2107,01-22-2020
78,CA- SALINAS,86,358,358,358,01-22-2020
79,CA- SAN BERNARDINO,83,1421,1420,1421,01-22-2020
80,CA- SAN DIEGO,84,2291,2289,2291,01-22-2020
81,CA- SAN FRANCISCO,86,2230,2226,2231,01-22-2020
82,CA- SAN JOSE,94,3065,3062,3066,01-22-2020
83,CA- SAN LUIS OBISPO,85,161,161,161,01-22-2020
85,CA- SAN MATEO CO.,87,1453,1452,1453,01-22-2020
86,CA- SANTA BARBARA,83,204,204,204,01-22-2020
87,CA- SANTA CRUZ,94,364,364,364,01-22-2020
89,CA- SANTA ROSA,84,574,574,574,01-22-2020
91,CA- STOCKTON,88,617,617,617,01-22-2020
96,CA- VENTURA,84,434,434,434,01-22-2020
101,CO- BOULDER,87,238,238,238,01-22-2020
102,CO- COLORADO SPRINGS,84,350,350,350,01-22-2020
103,CO- DENVER,86,2268,2268,2268,01-22-2020
104,CO- FORT COLLINS,84,173,173,173,01-22-2020
105,CO- GRAND JUNCTION,88,434,434,435,01-22-2020
106,CO- GREELEY,83,209,209,209,01-22-2020
107,CO- PUEBLO,80,35,35,35,01-22-2020
110,CT- HARTFORD,85,1202,1202,1202,01-22-2020
111,CT- NEW HAVEN,89,2601,2599,2601,01-22-2020
112,DE- WILMINGTON,83,490,490,490,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,83,161,161,161,01-22-2020
116,FL- CLEARWATER,81,202,202,202,01-22-2020
118,FL- FORT LAUDERDALE,83,1855,1852,1855,01-22-2020
119,FL- FORT MYERS,82,625,624,625,01-22-2020
120,FL- GAINESVILLE,81,182,182,182,01-22-2020
122,FL- HUDSON,81,149,149,149,01-22-2020
123,FL- JACKSONVILLE,81,532,532,532,01-22-2020
124,FL- LAKELAND,81,147,147,147,01-22-2020
127,FL- MIAMI,83,2373,2372,2373,01-22-2020
129,FL- OCALA,81,154,154,154,01-22-2020
130,FL- ORLANDO,81,1369,1368,1369,01-22-2020
131,FL- ORMOND BEACH,81,153,153,153,01-22-2020
133,FL- PANAMA CITY,80,3,3,3,01-22-2020
134,FL- PENSACOLA,81,227,227,227,01-22-2020
137,FL- SARASOTA,81,177,177,177,01-22-2020
139,FL- ST PETERSBURG,81,163,163,163,01-22-2020
140,FL- TALLAHASSEE,80,133,133,133,01-22-2020
141,FL- TAMPA,82,608,607,608,01-22-2020
142,GA- ALBANY,86,504,504,504,01-22-2020
144,GA- ATLANTA,87,6208,6204,6208,01-22-2020
145,GA- AUGUSTA,81,196,196,196,01-22-2020
146,GA- COLUMBUS,81,85,85,85,01-22-2020
147,GA- MACON,80,147,147,147,01-22-2020
148,GA- ROME,86,321,321,321,01-22-2020
149,GA- SAVANNAH,81,175,175,175,01-22-2020
154,IL- AURORA,87,257,257,257,01-22-2020
155,IL- BLUE ISLAND,83,679,679,679,01-22-2020
156,IL- CHICAGO,83,2275,2273,2275,01-22-2020
