HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
1,AL- BIRMINGHAM,83.77,151,134,184,80.91,88.48,151 [134 - 184],83.77% [80.91% - 88.48%],05-12-2020
2,AL- DOTHAN,80.0,0,0,2,80.0,81.96,0 [0 - 2],80.0% [80.0% - 81.96%],05-12-2020
5,AL- HUNTSVILLE,82.79,18,16,25,80.8,86.12,18 [16 - 25],82.79% [80.8% - 86.12%],05-12-2020
6,AL- MOBILE,83.07,34,31,43,81.4,86.51,34 [31 - 43],83.07% [81.4% - 86.51%],05-12-2020
7,AL- MONTGOMERY,82.91,21,19,24,80.78,85.82,21 [19 - 24],82.91% [80.78% - 85.82%],05-12-2020
9,AL- TUSCALOOSA,82.91,14,14,17,81.4,86.71,14 [14 - 17],82.91% [81.4% - 86.71%],05-12-2020
11,AZ- MESA,91.57,118,109,145,85.91,106.36,118 [109 - 145],91.57% [85.91% - 106.36%],05-12-2020
12,AZ- PHOENIX,87.41,291,269,357,83.76,96.92,291 [269 - 357],87.41% [83.76% - 96.92%],05-12-2020
14,AZ- SUN CITY,84.8,15,14,20,82.35,90.86,15 [14 - 20],84.8% [82.35% - 90.86%],05-12-2020
15,AZ- TUCSON,85.75,75,69,93,82.26,93.35,75 [69 - 93],85.75% [82.26% - 93.35%],05-12-2020
16,AR- FORT SMITH,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
18,AR- JONESBORO,80.0,0,0,0,80.0,80.33,0 [0 - 0],80.0% [80.0% - 80.33%],05-12-2020
19,AR- LITTLE ROCK,81.88,56,49,65,80.21,83.76,56 [49 - 65],81.88% [80.21% - 83.76%],05-12-2020
21,AR- SPRINGDALE,80.41,0,0,1,80.0,82.27,0 [0 - 1],80.41% [80.0% - 82.27%],05-12-2020
22,AR- TEXARKANA,80.0,0,0,0,80.0,81.02,0 [0 - 0],80.0% [80.0% - 81.02%],05-12-2020
23,CA- ORANGE CO.,85.24,187,171,236,82.24,93.55,187 [171 - 236],85.24% [82.24% - 93.55%],05-12-2020
25,CA- BAKERSFIELD,81.75,28,26,37,80.72,84.87,28 [26 - 37],81.75% [80.72% - 84.87%],05-12-2020
31,CA- CHICO,81.84,0,0,3,80.47,87.34,0 [0 - 3],81.84% [80.47% - 87.34%],05-12-2020
33,CA- CONTRA COSTA CO.,95.97,144,131,181,86.69,119.99,144 [131 - 181],95.97% [86.69% - 119.99%],05-12-2020
43,CA- FRESNO,83.61,37,33,46,81.01,88.89,37 [33 - 46],83.61% [81.01% - 88.89%],05-12-2020
56,CA- LOS ANGELES,84.77,552,501,698,82.02,92.35,552 [501 - 698],84.77% [82.02% - 92.35%],05-12-2020
58,CA- MODESTO,87.63,60,54,78,82.91,100.71,60 [54 - 78],87.63% [82.91% - 100.71%],05-12-2020
62,CA- NAPA,89.66,26,23,32,81.89,102.34,26 [23 - 32],89.66% [81.89% - 102.34%],05-12-2020
65,CA- ALAMEDA CO.,94.33,218,197,274,86.04,115.66,218 [197 - 274],94.33% [86.04% - 115.66%],05-12-2020
69,CA- PALM SPR/RANCHO MIR.,83.47,14,13,19,81.42,89.12,14 [13 - 19],83.47% [81.42% - 89.12%],05-12-2020
73,CA- REDDING,84.39,20,18,26,81.11,91.92,20 [18 - 26],84.39% [81.11% - 91.92%],05-12-2020
77,CA- SACRAMENTO,90.74,234,211,294,84.22,107.17,234 [211 - 294],90.74% [84.22% - 107.17%],05-12-2020
78,CA- SALINAS,89.09,33,30,42,83.78,103.96,33 [30 - 42],89.09% [83.78% - 103.96%],05-12-2020
79,CA- SAN BERNARDINO,85.86,159,144,203,82.49,95.41,159 [144 - 203],85.86% [82.49% - 95.41%],05-12-2020
80,CA- SAN DIEGO,88.27,266,241,338,83.36,101.36,266 [241 - 338],88.27% [83.36% - 101.36%],05-12-2020
81,CA- SAN FRANCISCO,88.48,195,177,244,83.61,101.07,195 [177 - 244],88.48% [83.61% - 101.07%],05-12-2020
82,CA- SAN JOSE,98.62,254,231,317,88.0,125.8,254 [231 - 317],98.62% [88.0% - 125.8%],05-12-2020
83,CA- SAN LUIS OBISPO,89.07,15,13,20,83.29,102.15,15 [13 - 20],89.07% [83.29% - 102.15%],05-12-2020
85,CA- SAN MATEO CO.,90.19,121,110,152,84.27,104.74,121 [110 - 152],90.19% [84.27% - 104.74%],05-12-2020
86,CA- SANTA BARBARA,85.46,21,19,28,82.17,94.7,21 [19 - 28],85.46% [82.17% - 94.7%],05-12-2020
87,CA- SANTA CRUZ,100.24,30,27,38,88.36,130.14,30 [27 - 38],100.24% [88.36% - 130.14%],05-12-2020
