HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
1,AL- BIRMINGHAM,84.45,201,177,254,80.9,91.43,201 [177 - 254],84.45% [80.9% - 91.43%],05-12-2020
2,AL- DOTHAN,80.32,4,3,8,80.0,83.01,4 [3 - 8],80.32% [80.0% - 83.01%],05-12-2020
5,AL- HUNTSVILLE,83.9,36,32,44,80.8,89.1,36 [32 - 44],83.9% [80.8% - 89.1%],05-12-2020
6,AL- MOBILE,83.52,49,45,63,81.47,89.28,49 [45 - 63],83.52% [81.47% - 89.28%],05-12-2020
7,AL- MONTGOMERY,83.26,25,23,31,80.84,87.96,25 [23 - 31],83.26% [80.84% - 87.96%],05-12-2020
9,AL- TUSCALOOSA,82.91,14,14,20,81.4,89.32,14 [14 - 20],82.91% [81.4% - 89.32%],05-12-2020
11,AZ- MESA,96.75,179,164,226,87.78,123.03,179 [164 - 226],96.75% [87.78% - 123.03%],05-12-2020
12,AZ- PHOENIX,90.67,442,406,557,84.99,107.56,442 [406 - 557],90.67% [84.99% - 107.56%],05-12-2020
14,AZ- SUN CITY,87.01,28,26,36,83.21,97.9,28 [26 - 36],87.01% [83.21% - 97.9%],05-12-2020
15,AZ- TUCSON,88.44,115,105,150,83.45,103.3,115 [105 - 150],88.44% [83.45% - 103.3%],05-12-2020
16,AR- FORT SMITH,80.0,0,0,1,80.0,80.55,0 [0 - 1],80.0% [80.0% - 80.55%],05-12-2020
18,AR- JONESBORO,80.0,0,0,0,80.0,81.33,0 [0 - 0],80.0% [80.0% - 81.33%],05-12-2020
19,AR- LITTLE ROCK,82.12,56,49,71,80.21,85.3,56 [49 - 71],82.12% [80.21% - 85.3%],05-12-2020
21,AR- SPRINGDALE,82.15,7,6,8,80.0,82.46,7 [6 - 8],82.15% [80.0% - 82.46%],05-12-2020
22,AR- TEXARKANA,80.0,0,0,1,80.0,81.43,0 [0 - 1],80.0% [80.0% - 81.43%],05-12-2020
23,CA- ORANGE CO.,84.89,203,184,275,81.83,95.61,203 [184 - 275],84.89% [81.83% - 95.61%],05-12-2020
25,CA- BAKERSFIELD,81.73,28,26,43,80.64,86.11,28 [26 - 43],81.73% [80.64% - 86.11%],05-12-2020
31,CA- CHICO,81.84,0,0,6,80.0,89.84,0 [0 - 6],81.84% [80.0% - 89.84%],05-12-2020
33,CA- CONTRA COSTA CO.,93.16,136,124,179,84.69,119.34,136 [124 - 179],93.16% [84.69% - 119.34%],05-12-2020
43,CA- FRESNO,83.49,41,37,57,80.74,90.99,41 [37 - 57],83.49% [80.74% - 90.99%],05-12-2020
56,CA- LOS ANGELES,84.35,585,529,795,81.61,94.05,585 [529 - 795],84.35% [81.61% - 94.05%],05-12-2020
58,CA- MODESTO,87.26,67,60,92,82.5,104.37,67 [60 - 92],87.26% [82.5% - 104.37%],05-12-2020
62,CA- NAPA,88.83,27,24,35,81.89,104.23,27 [24 - 35],88.83% [81.89% - 104.23%],05-12-2020
65,CA- ALAMEDA CO.,91.7,204,186,267,84.2,114.6,204 [186 - 267],91.7% [84.2% - 114.6%],05-12-2020
69,CA- PALM SPR/RANCHO MIR.,83.37,16,15,23,81.14,90.83,16 [15 - 23],83.37% [81.14% - 90.83%],05-12-2020
73,CA- REDDING,83.84,20,18,28,81.02,92.66,20 [18 - 28],83.84% [81.02% - 92.66%],05-12-2020
77,CA- SACRAMENTO,89.51,241,217,321,83.14,109.39,241 [217 - 321],89.51% [83.14% - 109.39%],05-12-2020
78,CA- SALINAS,88.45,35,32,48,82.9,107.24,35 [32 - 48],88.45% [82.9% - 107.24%],05-12-2020
79,CA- SAN BERNARDINO,85.73,179,162,244,82.11,98.44,179 [162 - 244],85.73% [82.11% - 98.44%],05-12-2020
80,CA- SAN DIEGO,87.31,275,248,372,82.5,103.42,275 [248 - 372],87.31% [82.5% - 103.42%],05-12-2020
81,CA- SAN FRANCISCO,86.9,179,163,234,82.56,100.32,179 [163 - 234],86.9% [82.56% - 100.32%],05-12-2020
82,CA- SAN JOSE,94.74,230,208,297,85.19,122.86,230 [208 - 297],94.74% [85.19% - 122.86%],05-12-2020
83,CA- SAN LUIS OBISPO,87.62,14,13,21,82.41,103.9,14 [13 - 21],87.62% [82.41% - 103.9%],05-12-2020
85,CA- SAN MATEO CO.,88.06,110,101,143,82.93,103.29,110 [101 - 143],88.06% [82.93% - 103.29%],05-12-2020
86,CA- SANTA BARBARA,84.86,21,19,32,81.35,96.98,21 [19 - 32],84.86% [81.35% - 96.98%],05-12-2020
87,CA- SANTA CRUZ,96.52,28,26,38,86.41,130.97,28 [26 - 38],96.52% [86.41% - 130.97%],05-12-2020
89,CA- SANTA ROSA,85.66,55,50,73,81.99,97.25,55 [50 - 73],85.66% [81.99% - 97.25%],05-12-2020
91,CA- STOCKTON,90.88,60,54,80,83.57,113.77,60 [54 - 80],90.88% [83.57% - 113.77%],05-12-2020
96,CA- VENTURA,85.97,48,44,67,82.1,99.52,48 [44 - 67],85.97% [82.1% - 99.52%],05-12-2020
101,CO- BOULDER,103.57,56,52,67,89.89,132.21,56 [52 - 67],103.57% [89.89% - 132.21%],05-12-2020
