date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,76,4,169
06-15-2020,75,4,165
06-16-2020,74,4,162
06-17-2020,72,4,157
06-18-2020,70,4,156
06-19-2020,70,4,151
06-20-2020,69,4,150
06-21-2020,66,3,147
06-22-2020,63,3,145
06-23-2020,62,2,141
06-24-2020,60,2,138
06-25-2020,59,1,136
06-26-2020,57,1,132
06-27-2020,55,1,129
06-28-2020,54,1,127
06-29-2020,53,1,125
06-30-2020,52,1,121
07-01-2020,50,1,119
07-02-2020,49,1,117
07-03-2020,48,1,114
07-04-2020,48,1,112
07-05-2020,47,1,108
07-06-2020,47,1,106
07-07-2020,46,1,102
07-08-2020,44,1,99
07-09-2020,43,1,97
07-10-2020,42,1,95
07-11-2020,41,1,92
07-12-2020,40,1,91
07-13-2020,40,1,89
07-14-2020,39,0,87
07-15-2020,38,0,85
07-16-2020,36,0,80
07-17-2020,36,0,78
07-18-2020,35,0,77
07-19-2020,34,0,76
07-20-2020,34,0,74
07-21-2020,33,0,72
07-22-2020,32,0,70
07-23-2020,31,0,68
07-24-2020,30,0,67
07-25-2020,29,0,65
07-26-2020,28,0,63
07-27-2020,28,0,61
07-28-2020,27,0,59
07-29-2020,27,0,56
07-30-2020,26,0,54
07-31-2020,25,0,53
08-01-2020,24,0,49
08-02-2020,24,0,49
08-03-2020,24,0,47
08-04-2020,24,0,47
08-05-2020,23,0,45
08-06-2020,22,0,43
08-07-2020,22,0,41
08-08-2020,22,0,41
