date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,82.74,848,815,902,82.06,83.61,848 [815 - 902],82.74% [82.06% - 83.61%],491,368,647,projected
04-17-2021,82.68,819,776,907,81.96,83.86,819 [776 - 907],82.68% [81.96% - 83.86%],480,350,691,projected
04-24-2021,82.65,819,773,929,81.72,84.65,819 [773 - 929],82.65% [81.72% - 84.65%],474,307,833,projected
05-01-2021,82.56,792,739,924,81.58,84.94,792 [739 - 924],82.56% [81.58% - 84.94%],458,283,884,projected
05-08-2021,82.51,767,709,918,81.37,85.41,767 [709 - 918],82.51% [81.37% - 85.41%],449,245,968,projected
05-15-2021,82.39,712,653,883,81.16,85.73,712 [653 - 883],82.39% [81.16% - 85.73%],428,208,1026,projected
05-22-2021,82.17,653,592,824,80.92,85.91,653 [592 - 824],82.17% [80.92% - 85.91%],389,165,1057,projected
