date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
02-28-2021,9,8,10
03-01-2021,9,7,10
03-02-2021,7,7,9
03-03-2021,7,7,8
03-04-2021,7,7,8
03-05-2021,7,6,8
03-06-2021,7,6,8
03-07-2021,7,6,8
03-08-2021,7,6,8
03-09-2021,7,6,8
03-10-2021,6,6,8
03-11-2021,6,4,8
03-12-2021,6,4,7
03-13-2021,6,4,8
03-14-2021,6,3,8
03-15-2021,6,3,8
03-16-2021,6,3,8
03-17-2021,6,3,8
03-18-2021,5,2,8
03-19-2021,4,2,8
03-20-2021,4,2,8
03-21-2021,4,2,8
03-22-2021,4,2,7
03-23-2021,4,2,7
03-24-2021,4,2,7
03-25-2021,4,2,7
03-26-2021,4,2,6
03-27-2021,3,2,6
03-28-2021,3,2,6
03-29-2021,2,1,6
03-30-2021,2,1,6
03-31-2021,2,1,6
04-01-2021,2,1,6
04-02-2021,2,1,6
04-03-2021,2,1,6
04-04-2021,2,1,6
04-05-2021,2,1,6
04-06-2021,2,1,6
04-07-2021,2,1,6
04-08-2021,2,1,5
04-09-2021,2,1,5
04-10-2021,2,1,5
04-11-2021,2,1,5
04-12-2021,2,1,5
04-13-2021,2,1,5
04-14-2021,1,1,4
04-15-2021,1,1,4
04-16-2021,1,1,4
04-17-2021,1,1,4
04-18-2021,1,1,4
04-19-2021,1,1,4
04-20-2021,1,0,4
04-21-2021,1,0,3
04-22-2021,1,0,3
04-23-2021,1,0,3
04-24-2021,1,0,3
04-25-2021,1,0,3
04-26-2021,1,0,3
04-27-2021,1,0,3
04-28-2021,1,0,2
04-29-2021,1,0,2
04-30-2021,1,0,2
05-01-2021,1,0,2
