date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,89.37,848,815,902,87.65,91.79,848 [815 - 902],89.37% [87.65% - 91.79%],1677,1370,2110,projected
04-17-2021,89.39,819,776,907,87.33,92.5,819 [776 - 907],89.39% [87.33% - 92.5%],1680,1312,2238,projected
04-24-2021,89.33,819,773,929,86.63,94.15,819 [773 - 929],89.33% [86.63% - 94.15%],1670,1186,2533,projected
05-01-2021,89.12,792,739,924,85.98,96.06,792 [739 - 924],89.12% [85.98% - 96.06%],1633,1071,2875,projected
05-08-2021,88.93,767,709,918,85.32,97.77,767 [709 - 918],88.93% [85.32% - 97.77%],1598,952,3180,projected
05-15-2021,88.63,712,653,883,84.55,99.26,712 [653 - 883],88.63% [84.55% - 99.26%],1544,814,3447,projected
05-22-2021,88.15,653,592,824,83.83,100.23,653 [592 - 824],88.15% [83.83% - 100.23%],1458,685,3620,projected
