region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,83.43,159,155,167,83.26,83.78,159 [155 - 167],83.43% [83.26% - 83.78%],290,275,319,04-28-2021,projected
2,AL- DOTHAN,83.01,28,26,29,81.73,83.61,28 [26 - 29],83.01% [81.73% - 83.61%],40,23,48,04-28-2021,projected
5,AL- HUNTSVILLE,84.79,49,48,54,84.63,85.21,49 [48 - 54],84.79% [84.63% - 85.21%],90,87,98,04-28-2021,projected
6,AL- MOBILE,101.63,395,387,406,99.92,103.98,395 [387 - 406],101.63% [99.92% - 103.98%],618,569,685,04-28-2021,projected
7,AL- MONTGOMERY,83.04,21,21,24,82.59,83.3,21 [21 - 24],83.04% [82.59% - 83.3%],47,40,51,04-28-2021,projected
9,AL- TUSCALOOSA,83.11,21,19,21,83.11,83.11,21 [19 - 21],83.11% [83.11% - 83.11%],31,31,31,04-28-2021,projected
11,AZ- MESA,91.36,137,133,144,89.7,94.29,137 [133 - 144],91.36% [89.7% - 94.29%],225,192,283,04-28-2021,projected
12,AZ- PHOENIX,86.69,308,298,322,85.56,88.32,308 [298 - 322],86.69% [85.56% - 88.32%],507,421,630,04-28-2021,projected
14,AZ- SUN CITY,84.69,23,22,24,83.95,85.8,23 [22 - 24],84.69% [83.95% - 85.8%],38,32,47,04-28-2021,projected
15,AZ- TUCSON,85.27,81,79,85,84.64,87.13,81 [79 - 85],85.27% [84.64% - 87.13%],133,117,180,04-28-2021,projected
16,AR- FORT SMITH,80.7,6,4,11,80.39,81.64,6 [4 - 11],80.7% [80.39% - 81.64%],9,5,21,04-28-2021,projected
18,AR- JONESBORO,82.32,14,14,14,82.32,82.32,14 [14 - 14],82.32% [82.32% - 82.32%],21,21,21,04-28-2021,projected
19,AR- LITTLE ROCK,83.14,112,105,115,82.48,83.5,112 [105 - 115],83.14% [82.48% - 83.5%],181,143,202,04-28-2021,projected
21,AR- SPRINGDALE,88.04,49,47,51,87.57,88.61,49 [47 - 51],88.04% [87.57% - 88.61%],85,80,91,04-28-2021,projected
22,AR- TEXARKANA,81.22,11,9,12,80.0,81.94,11 [9 - 12],81.22% [80.0% - 81.94%],12,0,19,04-28-2021,projected
23,CA- ORANGE CO.,81.88,62,60,64,81.61,82.03,62 [60 - 64],81.88% [81.61% - 82.03%],144,123,155,04-28-2021,projected
