date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,82.58,374,357,387,82.36,82.86,374 [357 - 387],82.58% [82.36% - 82.86%],461,422,511,projected
05-22-2021,81.99,264,248,280,81.6,82.3,264 [248 - 280],81.99% [81.6% - 82.3%],357,286,412,projected
05-29-2021,81.42,210,195,225,81.01,81.84,210 [195 - 225],81.42% [81.01% - 81.84%],254,180,329,projected
06-05-2021,81.15,186,170,202,80.69,81.59,186 [170 - 202],81.15% [80.69% - 81.59%],205,123,285,projected
06-12-2021,81.01,148,132,168,80.45,81.53,148 [132 - 168],81.01% [80.45% - 81.53%],180,81,274,projected
06-19-2021,80.82,124,109,149,80.27,81.44,124 [109 - 149],80.82% [80.27% - 81.44%],147,48,258,projected
06-26-2021,80.72,112,99,138,80.14,81.49,112 [99 - 138],80.72% [80.14% - 81.49%],129,25,266,projected
