date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-04-2020,11,10,11
10-05-2020,10,10,10
10-06-2020,9,9,9
10-07-2020,12,12,12
10-08-2020,13,13,13
10-09-2020,13,12,13
10-10-2020,13,12,14
10-11-2020,12,12,12
10-12-2020,13,12,13
10-13-2020,13,13,13
10-14-2020,13,13,13
10-15-2020,11,10,11
10-16-2020,10,9,12
10-17-2020,11,10,11
10-18-2020,11,10,11
10-19-2020,11,10,11
10-20-2020,11,10,12
10-21-2020,11,10,13
10-22-2020,11,10,14
10-23-2020,11,9,16
10-24-2020,13,8,16
10-25-2020,14,8,16
10-26-2020,14,8,17
10-27-2020,15,8,18
10-28-2020,14,8,18
10-29-2020,15,8,19
10-30-2020,16,8,19
10-31-2020,16,8,20
11-01-2020,17,8,21
11-02-2020,17,8,21
11-03-2020,17,8,22
11-04-2020,17,9,23
11-05-2020,18,9,26
11-06-2020,18,9,26
11-07-2020,18,10,25
11-08-2020,18,10,26
11-09-2020,18,9,27
11-10-2020,18,9,27
11-11-2020,20,9,31
11-12-2020,21,9,31
11-13-2020,21,10,33
11-14-2020,21,10,33
11-15-2020,21,10,35
11-16-2020,24,10,36
11-17-2020,24,11,38
11-18-2020,25,11,41
11-19-2020,25,12,42
11-20-2020,24,12,44
11-21-2020,25,12,46
11-22-2020,25,12,48
11-23-2020,26,12,52
11-24-2020,27,12,54
11-25-2020,27,11,60
11-26-2020,29,12,62
11-27-2020,29,12,63
11-28-2020,29,12,66
11-29-2020,29,12,73
11-30-2020,30,12,76
12-01-2020,31,12,79
12-02-2020,31,12,81
12-03-2020,33,12,86
12-04-2020,34,12,90
12-05-2020,37,13,97
