date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-04-2020,15,15,17
10-05-2020,16,15,16
10-06-2020,16,15,16
10-07-2020,17,16,19
10-08-2020,18,17,18
10-09-2020,18,17,18
10-10-2020,18,18,18
10-11-2020,18,18,18
10-12-2020,18,18,19
10-13-2020,19,19,20
10-14-2020,19,19,20
10-15-2020,18,18,20
10-16-2020,20,19,21
10-17-2020,21,18,21
10-18-2020,21,19,21
10-19-2020,21,19,21
10-20-2020,21,19,25
10-21-2020,22,19,25
10-22-2020,24,19,25
10-23-2020,25,19,26
10-24-2020,25,20,28
10-25-2020,25,20,30
10-26-2020,25,20,30
10-27-2020,25,20,30
10-28-2020,25,20,32
10-29-2020,25,20,33
10-30-2020,25,20,33
10-31-2020,25,20,37
11-01-2020,25,19,40
11-02-2020,25,20,40
11-03-2020,26,20,40
11-04-2020,27,20,43
11-05-2020,27,20,44
11-06-2020,27,20,46
11-07-2020,28,20,47
11-08-2020,28,20,49
11-09-2020,30,20,51
11-10-2020,31,19,53
11-11-2020,31,19,54
11-12-2020,32,19,55
11-13-2020,33,19,57
11-14-2020,33,19,61
11-15-2020,33,19,63
11-16-2020,33,19,66
11-17-2020,33,19,69
11-18-2020,33,18,72
11-19-2020,34,18,74
11-20-2020,34,18,75
11-21-2020,35,18,76
11-22-2020,35,18,78
11-23-2020,35,18,80
11-24-2020,35,18,85
11-25-2020,35,18,88
11-26-2020,36,18,90
11-27-2020,35,18,91
11-28-2020,35,17,94
11-29-2020,38,17,99
11-30-2020,38,17,102
12-01-2020,38,17,107
12-02-2020,38,16,109
12-03-2020,39,16,116
12-04-2020,38,16,118
12-05-2020,42,17,124
