date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
08-30-2020,26,25,28
08-31-2020,26,25,27
09-01-2020,23,23,24
09-02-2020,23,21,24
09-03-2020,24,23,26
09-04-2020,23,23,25
09-05-2020,32,32,32
09-06-2020,33,33,33
09-07-2020,34,34,34
09-08-2020,31,31,31
09-09-2020,30,30,31
09-10-2020,31,30,32
09-11-2020,32,31,32
09-12-2020,29,29,29
09-13-2020,28,28,29
09-14-2020,28,28,29
09-15-2020,28,27,30
09-16-2020,27,27,31
09-17-2020,29,27,32
09-18-2020,31,27,32
09-19-2020,29,27,32
09-20-2020,31,28,32
09-21-2020,30,28,33
09-22-2020,31,28,32
09-23-2020,30,29,34
09-24-2020,29,29,33
09-25-2020,28,28,34
09-26-2020,29,28,34
09-27-2020,30,28,33
09-28-2020,31,29,33
09-29-2020,31,29,32
09-30-2020,30,28,33
10-01-2020,31,29,32
10-02-2020,32,30,33
10-03-2020,32,29,32
10-04-2020,29,28,32
10-05-2020,29,28,32
10-06-2020,30,29,32
10-07-2020,30,29,32
10-08-2020,30,30,32
10-09-2020,30,29,32
10-10-2020,30,29,32
10-11-2020,31,29,36
10-12-2020,31,29,36
10-13-2020,31,28,37
10-14-2020,31,28,37
10-15-2020,33,28,37
10-16-2020,33,28,37
10-17-2020,33,28,38
10-18-2020,33,28,38
10-19-2020,34,31,38
10-20-2020,34,31,39
10-21-2020,33,32,40
10-22-2020,34,32,40
10-23-2020,34,32,40
10-24-2020,35,32,40
