date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-20-2020,13,11,13
09-21-2020,11,11,11
09-22-2020,10,9,10
09-23-2020,9,8,9
09-24-2020,9,9,9
09-25-2020,9,9,9
09-26-2020,8,8,9
09-27-2020,9,9,9
09-28-2020,10,10,10
09-29-2020,9,9,10
09-30-2020,10,10,10
10-01-2020,8,8,9
10-02-2020,9,9,9
10-03-2020,9,8,10
10-04-2020,9,8,11
10-05-2020,9,8,10
10-06-2020,9,8,11
10-07-2020,9,8,11
10-08-2020,9,8,12
10-09-2020,10,8,14
10-10-2020,10,8,14
10-11-2020,11,8,16
10-12-2020,12,7,16
10-13-2020,12,7,16
10-14-2020,12,7,17
10-15-2020,12,9,19
10-16-2020,12,9,19
10-17-2020,11,8,21
10-18-2020,11,8,23
10-19-2020,11,8,25
10-20-2020,11,8,27
10-21-2020,11,8,28
10-22-2020,13,8,29
10-23-2020,13,8,30
10-24-2020,14,8,30
10-25-2020,14,8,33
10-26-2020,14,8,33
10-27-2020,16,8,34
10-28-2020,17,8,36
10-29-2020,17,8,36
10-30-2020,17,8,36
10-31-2020,17,8,37
11-01-2020,16,6,37
11-02-2020,16,7,39
11-03-2020,15,6,40
11-04-2020,15,6,40
11-05-2020,15,6,43
11-06-2020,15,6,45
11-07-2020,18,6,47
11-08-2020,18,6,48
11-09-2020,18,6,48
11-10-2020,17,6,48
11-11-2020,17,6,50
11-12-2020,17,6,50
11-13-2020,17,6,54
11-14-2020,18,6,54
11-15-2020,19,6,55
11-16-2020,19,6,56
11-17-2020,20,6,56
11-18-2020,20,6,55
11-19-2020,20,6,56
11-20-2020,21,6,55
11-21-2020,21,5,58
