date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-27-2020,3,3,3
09-28-2020,4,4,4
09-29-2020,5,4,5
09-30-2020,3,3,3
10-01-2020,4,3,4
10-02-2020,4,4,4
10-03-2020,6,5,6
10-04-2020,6,6,6
10-05-2020,4,4,5
10-06-2020,2,2,2
10-07-2020,6,6,6
10-08-2020,5,5,5
10-09-2020,4,3,6
10-10-2020,5,5,5
10-11-2020,5,5,7
10-12-2020,7,4,7
10-13-2020,7,5,7
10-14-2020,6,5,7
10-15-2020,6,5,7
10-16-2020,5,5,7
10-17-2020,5,5,7
10-18-2020,5,5,7
10-19-2020,6,5,9
10-20-2020,6,5,9
10-21-2020,6,5,10
10-22-2020,6,5,10
10-23-2020,7,5,10
10-24-2020,7,5,12
10-25-2020,7,5,12
10-26-2020,8,5,12
10-27-2020,8,5,13
10-28-2020,9,6,13
10-29-2020,9,6,15
10-30-2020,9,6,16
10-31-2020,9,6,17
11-01-2020,10,6,18
11-02-2020,10,6,18
11-03-2020,10,7,19
11-04-2020,10,7,20
11-05-2020,10,7,20
11-06-2020,11,7,20
11-07-2020,11,7,23
11-08-2020,12,7,24
11-09-2020,12,7,24
11-10-2020,13,7,28
11-11-2020,14,7,28
11-12-2020,14,7,28
11-13-2020,15,7,29
11-14-2020,15,7,31
11-15-2020,15,7,32
11-16-2020,15,7,34
11-17-2020,16,7,34
11-18-2020,16,7,36
11-19-2020,16,7,37
11-20-2020,17,7,38
11-21-2020,17,7,38
11-22-2020,17,7,40
11-23-2020,17,7,43
11-24-2020,17,7,44
11-25-2020,17,7,45
11-26-2020,18,7,46
11-27-2020,18,7,46
11-28-2020,18,7,46
