region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.85,217,209,229,81.43,82.29,217 [209 - 229],81.85% [81.43% - 82.29%],156,121,193,02-16-2021
2,AL- DOTHAN,81.58,29,27,32,81.36,81.81,29 [27 - 32],81.58% [81.36% - 81.81%],21,18,24,02-16-2021
5,AL- HUNTSVILLE,82.98,83,79,87,82.5,83.4,83 [79 - 87],82.98% [82.5% - 83.4%],56,47,64,02-16-2021
6,AL- MOBILE,82.31,105,100,109,82.07,82.8,105 [100 - 109],82.31% [82.07% - 82.8%],66,59,80,02-16-2021
7,AL- MONTGOMERY,83.04,68,65,72,82.33,83.62,68 [65 - 72],83.04% [82.33% - 83.62%],47,36,56,02-16-2021
9,AL- TUSCALOOSA,82.1,33,32,36,81.8,82.51,33 [32 - 36],82.1% [81.8% - 82.51%],21,18,25,02-16-2021
11,AZ- MESA,85.3,147,143,151,84.6,86.01,147 [143 - 151],85.3% [84.6% - 86.01%],105,91,119,02-16-2021
12,AZ- PHOENIX,83.19,337,326,347,82.77,83.66,337 [326 - 347],83.19% [82.77% - 83.66%],242,210,277,02-16-2021
14,AZ- SUN CITY,82.35,26,25,27,81.98,82.59,26 [25 - 27],82.35% [81.98% - 82.59%],19,16,21,02-16-2021
15,AZ- TUCSON,82.42,80,77,83,82.02,82.81,80 [77 - 83],82.42% [82.02% - 82.81%],61,51,71,02-16-2021
16,AR- FORT SMITH,81.95,42,41,42,81.95,82.11,42 [41 - 42],81.95% [81.95% - 82.11%],25,25,27,02-16-2021
18,AR- JONESBORO,80.88,12,11,14,80.77,81.22,12 [11 - 14],80.88% [80.77% - 81.22%],8,7,11,02-16-2021
19,AR- LITTLE ROCK,82.04,174,166,184,81.63,82.39,174 [166 - 184],82.04% [81.63% - 82.39%],118,94,138,02-16-2021
21,AR- SPRINGDALE,83.12,52,49,53,82.65,83.6,52 [49 - 53],83.12% [82.65% - 83.6%],33,28,38,02-16-2021
22,AR- TEXARKANA,82.86,47,44,49,82.55,83.27,47 [44 - 49],82.86% [82.55% - 83.27%],28,25,32,02-16-2021
23,CA- ORANGE CO.,82.01,222,216,229,81.78,82.27,222 [216 - 229],82.01% [81.78% - 82.27%],154,136,174,02-16-2021
25,CA- BAKERSFIELD,82.85,157,152,162,82.54,83.18,157 [152 - 162],82.85% [82.54% - 83.18%],103,92,115,02-16-2021
31,CA- CHICO,81.72,14,13,15,81.56,82.03,14 [13 - 15],81.72% [81.56% - 82.03%],11,10,13,02-16-2021
33,CA- CONTRA COSTA CO.,81.95,55,53,57,81.7,82.2,55 [53 - 57],81.95% [81.7% - 82.2%],39,34,44,02-16-2021
43,CA- FRESNO,82.45,72,69,74,82.15,82.72,72 [69 - 74],82.45% [82.15% - 82.72%],56,49,62,02-16-2021
56,CA- LOS ANGELES,81.77,555,541,571,81.57,81.98,555 [541 - 571],81.77% [81.57% - 81.98%],438,390,490,02-16-2021
58,CA- MODESTO,83.43,87,84,90,83.08,83.84,87 [84 - 90],83.43% [83.08% - 83.84%],59,53,66,02-16-2021
62,CA- NAPA,81.89,14,14,16,81.55,82.41,14 [14 - 16],81.89% [81.55% - 82.41%],11,9,14,02-16-2021
65,CA- ALAMEDA CO.,81.81,80,78,82,81.6,82.01,80 [78 - 82],81.81% [81.6% - 82.01%],61,54,68,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,81.33,17,16,18,81.14,81.52,17 [16 - 18],81.33% [81.14% - 81.52%],14,12,16,02-16-2021
73,CA- REDDING,80.55,14,12,14,80.55,80.55,14 [12 - 14],80.55% [80.55% - 80.55%],6,6,6,02-16-2021
77,CA- SACRAMENTO,82.09,141,136,146,81.86,82.32,141 [136 - 146],82.09% [81.86% - 82.32%],100,89,111,02-16-2021
78,CA- SALINAS,82.77,34,33,35,82.27,83.03,34 [33 - 35],82.77% [82.27% - 83.03%],22,18,24,02-16-2021
79,CA- SAN BERNARDINO,82.13,156,151,161,81.89,82.39,156 [151 - 161],82.13% [81.89% - 82.39%],123,109,138,02-16-2021
80,CA- SAN DIEGO,82.59,253,246,261,82.29,82.91,253 [246 - 261],82.59% [82.29% - 82.91%],182,161,205,02-16-2021
81,CA- SAN FRANCISCO,80.93,70,68,73,80.79,81.04,70 [68 - 73],80.93% [80.79% - 81.04%],47,40,53,02-16-2021
82,CA- SAN JOSE,81.88,77,75,79,81.69,82.05,77 [75 - 79],81.88% [81.69% - 82.05%],57,51,62,02-16-2021
83,CA- SAN LUIS OBISPO,81.97,11,10,12,81.54,82.19,11 [10 - 12],81.97% [81.54% - 82.19%],9,7,10,02-16-2021
85,CA- SAN MATEO CO.,81.0,37,35,39,80.85,81.11,37 [35 - 39],81.0% [80.85% - 81.11%],27,23,30,02-16-2021
86,CA- SANTA BARBARA,82.48,34,32,36,82.28,82.9,34 [32 - 36],82.48% [82.28% - 82.9%],24,22,28,02-16-2021
87,CA- SANTA CRUZ,82.23,10,9,11,82.23,82.79,10 [9 - 11],82.23% [82.23% - 82.79%],8,8,10,02-16-2021
89,CA- SANTA ROSA,80.59,17,16,18,80.48,80.7,17 [16 - 18],80.59% [80.48% - 80.7%],11,9,13,02-16-2021
91,CA- STOCKTON,82.16,31,30,32,81.98,82.45,31 [30 - 32],82.16% [81.98% - 82.45%],23,21,26,02-16-2021
96,CA- VENTURA,83.43,74,71,77,83.05,83.94,74 [71 - 77],83.43% [83.05% - 83.94%],54,48,62,02-16-2021
101,CO- BOULDER,84.21,35,34,36,83.58,84.63,35 [34 - 36],84.21% [83.58% - 84.63%],20,17,22,02-16-2021
102,CO- COLORADO SPRINGS,84.93,89,86,96,84.35,86.38,89 [86 - 96],84.93% [84.35% - 86.38%],51,45,66,02-16-2021
103,CO- DENVER,83.16,250,242,260,82.72,83.56,250 [242 - 260],83.16% [82.72% - 83.56%],151,130,170,02-16-2021
104,CO- FORT COLLINS,81.56,20,19,21,81.25,81.88,20 [19 - 21],81.56% [81.25% - 81.88%],10,8,12,02-16-2021
105,CO- GRAND JUNCTION,82.15,26,24,28,81.64,82.78,26 [24 - 28],82.15% [81.64% - 82.78%],17,13,22,02-16-2021
106,CO- GREELEY,81.93,26,25,27,81.8,82.32,26 [25 - 27],81.93% [81.8% - 82.32%],15,14,18,02-16-2021
107,CO- PUEBLO,83.88,50,46,70,82.01,92.28,50 [46 - 70],83.88% [82.01% - 92.28%],31,16,98,02-16-2021
109,CT- BRIDGEPORT,82.77,70,68,72,82.48,83.13,70 [68 - 72],82.77% [82.48% - 83.13%],47,42,53,02-16-2021
110,CT- HARTFORD,82.73,129,125,134,82.36,83.1,129 [125 - 134],82.73% [82.36% - 83.1%],89,77,101,02-16-2021
